x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
BFBCEE40,3F765B90,BF907A36,3FB39021,BE9A4760,3E3CC320,BDF8F880,3FED6BC7,3DF732C0,BF1259DC,3F01C41C,3F1E22D0,BF1837BC,BF28F0D4,3F8948A1,3FF1A58C,3FA2391F,BE842D41,BF9E7B0F,BE9AEDC8,3F109572,BFC0121E,3ED9EC80,BEC13C28,3EBAA930
3EE35C20,BEDD99D9,BFE19FAF,BF3366F4,BF0CD44C,BF09EC2A,BF216128,BE9D3448,BFD0CD98,3DFBAB20,BF47D96C,BE9439B0,3FD43A94,BED2BA28,BDEF6380,BFCB2ECD,BEDB5008,BE8C31B8,BEA343CF,3F4A5426,3EA34B88,BF874A33,BF935A00,3E9C6830,BF918140
3FBF7A5F,BFC827FE,BEC18BD8,3E806F10,3E2C6CD0,3D00F4E0,3EE77808,BCF1B6C0,3EF4412C,BEB08117,BFB4629A,BEA8A770,3E0DD000,BE443560,BFC00001,3F0E368C,BF952A3E,3E762DE0,BEA20749,BE52B790,3FA74781,3F073144,BE6A9C52,3ED8CB10,BEB0C7E4
BE1DE250,BFF82398,3F87E671,3F864AD5,BEAF2B07,BFB5AE71,3D924D40,BF4B94DC,BF173ADC,BFDFE593,BF612F5C,BEF9F988,BF90EFDB,3E5F9390,3C38EC00,3F22C6DC,3F3FDBA6,BE81BAB0,3F650898,3EEF71B0,3F8D6107,3ED34638,3E0749F8,3EE744F8,BFA44E92
BF3504C8,BE862E10,BFF5EB4F,BCC2AC80,3F7ED970,3EEBD9AC,BEEEA4A0,BF1495A4,3E39E818,3F8561B0,BEEB7EA0,BEF844B8,3FCB7C39,3D4FAFC0,BF4D5388,BFC3C18A,3F9A84E9,BF827655,BF97CBBC,3D487A40,BEE508F4,BF16A3DC,3E5D3E60,BFC82206,3F17FA76
3E9EF3A4,3F83A381,3FA2F2B9,3F3CC250,BEE8F160,3F3FFEC8,3E94FE58,3F75FC08,BF97167C,BEED1207,3EB98C08,3FB4A0CA,BF64ABA0,BF7E7F28,3F18A028,3E9F67A4,BF63D450,3E2CE550,3F30CC98,3FF1CFAD,BF23DEB4,3F339094,BF0AD52E,BF11A6C8,3ECBF608
3E64D438,BE5F39A0,BF6BAC88,BFD4A24C,BF799DB8,3F3E7CDC,BF65083C,BF9DE914,3F463220,3FA69057,3F9CE0D2,BE6B0930,BFA22658,BF5BCDAC,BF1EA55E,3E9DDDFC,3FEBECBA,3F28FF04,3F02B0FE,3E4D6910,BF493E7C,BE614D40,3E901354,3F598CD4,3E858D24
BFD70B97,BF6A7190,BF92300E,BF9941AE,3F038AC8,BF634794,BDB1D9E0,3ED4581C,3FBEF25A,BEB52878,3DB38C70,BF2C91B0,BF374474,3E88734C,BF100414,3EDA27D8,3EB89038,BEB0EE00,BD9A1740,3ED37748,BF1E4AE0,3E9A70F8,3F35C2E0,3EB2C400,BEFF5094
BEB619C0,3E09D9A0,BED84694,BE8C310F,BC8DBB80,BE53F380,BEE2A21F,BF28AC44,BEF2C947,BF00FDE2,3F8BD2AE,BF7C60C8,BE3666C0,3FA3C117,3FBF2B87,3F116168,3E74DF20,3FB6BA1B,BFC51556,3EEE2A84,BEA56400,BF0BAB42,BFF2F29E,BFCAD7E2,BF1F29A0
BEA1FA9F,3EA933B0,BF0CCA60,BE729D60,BF089324,3F6BFE40,BEC77DF1,3E8D4C70,BF3925E8,3E5F52D0,3DFD9F20,BF121EFC,3E37BF70,3FC986ED,3FA4B04B,BDB830B0,BF71CF98,3F44B6E8,BFB02F64,BEC391E8,3E9C2490,BF1AB6A6,BF0C6A84,BFA09EFF,3EDA9808
BFC06BEB,3DB7CAE0,3F84C0C2,BF0FDFB8,3FBF11C2,3E4ECF40,BE29C5F8,3DDF3F40,BEE8FCE8,BF3C0CB0,3EBC3FA0,3EA59D48,BEF9F148,3D974A20,3F98E943,BE81FCE1,3DF156D0,3F558F90,BEF90480,3E2D9490,BFDC9E71,BF29AE8C,3FF7FF33,BC9AC680,BF1D4B0C
3E85B3D8,BF56D12C,3ECB35D8,BF44A7B0,3F49C35C,3E20B0E8,3ECA5FD8,3FA3C3B5,3EA521F0,3FBD62C7,BF92146B,BF83D1B6,BF45BF5C,BF6585A4,BFB283ED,BF38847C,3F763400,BE485AD0,BDE8B4C4,3D00AB40,BF321844,3E3473F0,BE65D9B0,BFB6A5F6,3F243AD0
BF4BB1C4,BE375ADE,3DEDB6F0,BF62B2A4,BF357518,3F6E7880,3F1C0A00,BF4E2014,BC862500,BFB4AD48,3E32BDF8,3CDD3900,3F1C84CA,BF9B4999,3F196694,3FDCE981,BF6D0DF4,3F740738,BF46E1A0,3DF5CBA0,3E5615C0,3FCC0C47,3EBA4E4C,3FC863FE,3F091790
BDACBAC0,BF1BB7B0,BF26496C,3FBF68DA,3EC96CD0,BF68298C,BDCDF940,BEF38767,BF1DCB10,3DB048A0,BE9EFCE0,3F6D6178,BEF79D00,BF1853D4,BBCBD500,BF108E24,3E37FE70,3F98C60F,BF4671C4,3ECAF028,3EB8E098,3EF0AAB0,BF4180F4,BF2606F4,3E39A6B0
BF697EA8,3E5A6CA0,3F1C3CCA,3D943A20,3FAA14A5,BF6ECA78,3F84DB63,3FD1C944,3E447630,BF70F93C,BFD22EAF,3F2C5078,3EA2F390,3EFF0008,BF87EE63,37C60000,BF85F4FA,BEB9EAC1,BF5E2480,3F816391,BF7C2268,BFB3CE1B,BF61A318,3FA018DA,3F8570A9
3F50A974,3D81AB20,BE8E3809,BF8206FB,BF32F38C,3D9111E0,BFD72A71,3C141800,3F8FE7C5,BFFF4FB1,BF097564,BFF2277C,BF99A9DC,3FD401E7,3F36414C,BED6D338,3FA89123,BFA3E6EA,BEC41AE0,3F8D20D6,BE75BF70,3F0D3638,3F983EA0,3EAFFEE0,3D52B880
BD39A6C0,BEFC8328,BE632AAE,3E780360,BDF84300,3C392C80,3F1CB0C8,BEF54E48,3EC468A4,3FE8820F,BF36CBE4,3FAABC1B,3F9B6462,BDF651E0,BFA33248,BF83F11D,3F982633,BEC01D20,BEAE7090,BEBFF650,BEEC49F8,BFB3C6BA,3F11D404,BFF711B3,3E821C00
BEA5A618,BE9A5969,BE941E70,3EEA6A20,3E8525C8,3FA0A7C9,3EE4A2BC,3F13A4D8,BF3C9588,3F195CE8,BE4AF3B0,3BF97600,BF1285B8,BF2B0A28,BF9EB649,BF733634,BC6F4780,3F8C71D5,BE2FE680,BFAE36CF,3F9F2387,3EDDBF48,BF5660D0,3FEEEF6A,BDC26000
3ED151F8,3F554F58,3F0E7044,3EC88620,BF6802C8,BF1FA7F8,BF655DA4,3E509280,BF74E6B4,BF03A7EC,BF6DA21C,3BEA2600,3FB42021,3F6BEA40,BF737A70,BF620A20,3DC0AEE0,BF395CAC,3FF75B1B,3EDE6078,BE5FD400,3EA7975C,3FAE901C,BF04239C,BF85E3C5
BFD18E82,BF5F5D4C,3ED13BA0,BEACAB44,BFB81153,3E6B9730,BF39C380,3FCCC150,3E0D8860,BDFD2500,BF366558,BE6C37F0,BE3C31DE,3FBC7F4A,BFEA3E46,3F901F36,BE6398D0,3E8CEBC8,3F880D68,3FC4A9A4,3F47DDBA,BDB3DDD0,BD4AF180,BF5E47E8,BEA403F0
BFA44338,3ECA26FC,BF087CC4,BD0D7D78,3E67EA20,BFE0DDB4,3F16E41C,3FE7E399,BE7EA868,BE405768,BF005C9A,BF9A0F2C,BFB6D876,BFA6F9B5,3F953540,3FB41191,BE8369E8,BFB650EC,BF2AF1BC,BD2303E0,3F1329C8,BE50B2E0,3E985344,3E9BAAD0,BF1032C0
3E429C70,BE6E1632,BFAFA13C,3E22D4D0,3FAE28B4,3EA7F428,BF139804,3F9BA6DE,BF12D2B2,BF374E14,BF80A973,3F978F09,BFDBDDD7,BF835B5A,BF7A169C,BF82EF3E,BF348EA4,BF89C20B,BF4FCEF8,3E46B530,BE925DE8,3EF0DAE0,BE979210,BF2C9594,3F03882C
3FA70BEE,BF9ECF18,3F23E012,BF2A1332,3EF37BF0,BF837F15,BF7125B8,BC921C80,3ECE32C0,BFA86157,BFBC6D9F,3DC40060,3F30E330,3F2607D4,BE213BE0,3EC56598,3E1CB5A0,BFA9FB9E,3E9FC6A0,3F08940C,3FAC0C05,3C676880,BFDB77B6,3F303308,3FA8F225
3E9F198C,BF07B914,BE83DBF8,3DFD6240,BF43B6AA,3F201D58,BEE392B8,BF400D34,3EFA9BE8,BF6856E8,3F742AB0,3F360A30,BBBE9200,3F60BD68,BE628330,BF66EBB0,BE48EAF0,BE541D98,3EDF3884,BFDA7AEC,3F76AA40,BF232A60,3E94BE68,3F8A1205,BF754420
3F9B3182,BE262750,3F8E09FD,BF7DAC60,3FEBDAFA,BEA555F8,3E73EC50,BED17780,3FD2F7B2,3F528764,BDEC1144,3FC9C731,3F8BF259,BE724620,3F9FBCF1,BF2EA960,BF1BAECC,3F0FA0F0,3FEA855F,BF9A3940,BF7F294C,BF023DC4,BE132070,3F2DEACC,3EFF3430
3F6C8F48,3FB8C29C,3F3313EC,BBC4B000,3E0D4238,3F722548,BFECF0EC,3F830F33,BF38821C,BF219488,3F36FFE8,3FA5EB17,BF18CBD0,3EB22528,3E88AAB8,BE9B12F0,3F1BA2C4,3F5AA86C,3F3BB970,BF383624,3D39DDC0,BFC11684,BEEAB948,BC87FA80,3FC1DB08
3E6040F0,3EA346C0,3F8F94A3,3F7A0FE0,BF12E838,BF9E930A,BE536FE0,BE7B70D0,3FC2FDE4,3F111DF4,3F867DAF,3F031AB0,3F5F1FC0,BF5410FC,3F92C3D0,BDE58A24,3F4E2DB0,3F9EE041,BEB984A8,BE9A6460,BFB55339,3E3EEA90,3F128108,BF1C25F4,3F4AB6E8
3FC3F94C,3EE104BC,3EECBD38,3E0C77A0,BFDE49CA,BF464F0C,BFCEEE80,BFA1DE36,3FA12CF3,3E6234F0,3EA415D0,BE9158E0,3F0F00B8,BE9D4AD8,3F08B496,3FC2C408,3F9744BA,3F9948A1,3EE58C98,3F4D8848,3FECC198,BFBB72E8,3E3A1BA0,BE591DF0,BECD71EF
3F8430AC,BEE5750F,3E6501E0,3F3EED7A,BF9BF361,3F94C272,3F90FF62,BFAB4DB2,3F99B016,3F709748,BE6A7B60,3F8C238E,3DA63EA0,3FB83EA8,BF0037D8,BF2CE13C,BF492EE8,3EB1F970,BFDCC9BA,BF766F34,BF94FEF4,3F192E38,3DBBED60,BF071364,BF55E37C
BFB5BFFF,BFD1B432,BF3E8F1C,3F0AD110,BDB4B940,3E73D780,3DC00760,3EC6AAE8,BF3309B2,BF19D01C,3F1BA434,3E7967B0,3FC30B78,3E290D60,3E894388,3F6BDA58,BF938C36,BDC373A0,BE724FC0,BDDB9C3C,3FABFF15,BF0453BC,BFA1C2B9,3E2A71F0,BD740F20
3EB01BD0,BECDD488,BE839210,3F51AAC8,BEE997A4,BF8F0A7D,3F824D14,3EF9FBA0,3F5548E0,BD690E78,BFBCFBA6,3E946C98,3FC3B498,BE06FBC0,3F86A827,BD89A500,BF3DA114,3F18F240,BF2C908C,3FB381C3,BFA7D448,3F372C94,BF94A9A9,BF211250,BFC11CBA
BFF497EA,BE01AB40,3F9F6940,3E567B48,3DFBB420,3DF663D0,BEE70D70,3F08201C,3E6E9930,3E70E090,BF0142F4,BF682C00,3E73B3A0,3E903B98,3D8EE840,BD77C840,3EECE840,3F3D9114,BEE02AF9,BF966833,3E334F90,BFB2C758,BFFE7F81,BE7F4270,3F6BFCD8
3D045580,3F03527C,3D96DA60,3CFF6780,3F732348,3FEC8444,3FD40B35,BF9BB87A,BC334200,BF3783E0,3F8AF2BB,BEDC5AD0,BFAA18C2,3E31BB68,BFC5121F,3DCE1570,3E8D13F8,BFBA2770,BFC0DF63,3F9C9F27,3F8C8FC2,3F9047B2,BF551204,BEE53268,3F461CF0
BF1E5D5C,3F0B1E4A,3DDE8100,BE808377,3F7CEC88,BEEFC278,BF56DF48,BF9E01D8,BF094E40,BE83E57C,BF4138EC,3F14531C,3FEBDFF6,3CB4AD00,3FC52CC3,BE885528,3F6325E0,BD28C040,BE369CD2,BF7A80E4,BF276A4C,BFCCCF50,BD689F80,BE8130AC,3BD85300
3F12F6F8,BF200B34,3E531588,BF013F7C,3E3CD580,BF4940CC,3FE36E7D,3F043670,3ECF3910,BF0F8A18,BFE2D110,3F812A1E,BE860570,BDBB8E20,3F49FAAC,3E58E9B0,BDE19220,BEED1D60,BFB27763,3F83424A,BF130598,BF48F12C,BF270B94,3E2A0E10,BFBF572D
3F63CF70,3F0014A4,BFBF6B7A,3D1D2A40,3FA40CCB,3FBCEF35,BD3CEA00,3F295AC8,BF34FE5C,BF4F40BC,BF35F80C,3FAEF276,3FA49D3E,BE97DA18,3CFBCC80,3F255338,3D2BD060,BCB87280,BF613AFE,BF5A19E8,BF06E05C,3E8EFE80,BE776430,3EE97EDC,BF7BAF2C
BFE20B0A,3F2708FE,3FB8EB2C,BFFAA36C,BF16A2B4,BCFC9010,3F616F38,3F29408C,BFE4C066,3D8187C0,BFA8BB70,BE9D8828,BD224080,3F7FC308,3FA6CDAE,3F48E96C,BF4378EC,BE27CE20,BE839530,3FA1DDF9,3EB9444C,BF1FA810,3F3C5B60,3FCF7D16,BE2B7220
BF26D3A4,3F64F792,3FF85D86,3D085DC0,3F672C50,3FF796A6,BE89D320,BF22E0A8,3FAC2619,3FA8442B,3F89E4BA,BEF0FF07,BF0736A8,3DDF4B40,BEC88818,3F8C3009,BECF3368,3E9FE428,3F096BC0,BF172364,3EC078C0,3FEFA4BA,3E8D1CD0,BF34C8DC,BEBB8417
BF605C6C,BF694348,3F320C38,BF352828,BF295750,BE9016F8,3F918731,BFF30F2D,BD873924,3EEF7920,3F27CD94,3F735B18,3FA46CD6,BEF49618,3F90F33E,BEE63BB8,BEA76627,3FE2D1DE,BE29EC4E,BF3B8C88,BF2E1C48,BD8E5680,3EE039C0,BF24487C,3F5095A4
BF1FCA24,BF249394,3D824E70,3EA5CC18,3F804376,BE19CEFE,BF677454,3ED86C88,3E3AEF60,3F00FAEC,3FF168E2,BF32C58C,3E81F010,BF94CA64,3EE3CBEC,BFA50010,BFC4CC64,3F577CEC,3EEE3FA0,BFC7BB76,3F899714,BFDE082A,BF87AF3B,3F703EF8,BF4505F2
BEFBDB20,3E8A4348,BEC3C4D7,3F8AF5FF,BEB55C87,3FAACDFD,BFBA341F,BFC1A72E,3EE6DC78,BF29C278,3FA9DE1B,3EB67C74,BF0C7E24,BE5F692E,BF5AD08C,BE9E3940,3F755290,3F68A868,BFB6F8F1,BE9F43D8,3F5387FE,BE3D76D2,BBA33200,3CEA8A80,3E6EA340
3FEBCB63,3F56E5C8,3FC2240F,3F396C4C,3F7B10E8,3D37C000,BF3D9500,3E483028,BF8074A0,3F81B0CB,3FA5BB93,BE588060,3F712000,BF81EBAE,3E425DC0,3F0D1FDC,3EE89328,3FCF1433,BFA9BA40,BEA1D648,BFA0BF2E,BF9B4EB8,BF404CDE,BEA967B7,BEE8B048
3FF86231,3E9CA2B0,BF8B0CCD,BF9A1CAA,BF0A8F8C,3FDF0D5F,3E56BCD0,BED49007,BFA17CD5,3F5D54C8,BF35DD68,BF1DF64C,3E41B220,3FA88AC1,BEB03A38,BF89B83B,BEC73C20,BF109B1A,3F3007BE,BEB9DB68,3F3E0CCC,3FD01FF8,3FFBF5BC,BE6256B0,3F38AB84
BF51D4D8,BECDE220,3F65FC88,3F1AA114,BE9C2BE8,BFD9476B,3FDE865A,3F95FAB7,BFB1E752,3E9AA9FC,3FAC1448,3EC721C0,BFD85975,3D0AF4C0,BF971157,BFA79C17,3E88B2E8,BFD03A4F,BF513F00,3F52D90C,3F860E8F,BFC5A18A,BFCA11FB,3FE9974F,BE8C68B9
BE2570C0,BFAE134D,BEF3F7F0,BE1EC6F0,BF296140,BF606BD0,3FC55B1C,BF14270E,3EE53D30,BE6FBDB0,3F226D4C,3FFC6C21,BE186DA0,3C7D6E00,3DDFA440,BF925623,BEDCB040,BF7D7A2C,BF33DEE8,3FEC1CAE,BE2A51B0,BFC7A743,3F854AB9,BFEFFCEA,BFF75C11
BD96E6E0,3FA97B8D,BEAB5538,3FB438AD,3FD776CA,3FB57AAF,3EEB7638,BD469840,BD3D58C0,BF2CFEBC,3F95A904,3FB06E52,3EEC2D48,3F5B7094,3F663B40,BF84EE2E,3FC50C14,BF90C7E9,3EF64478,3EC26680,3F208FC0,3F01512C,3F900356,3F53C4C0,BF983CE6
BF544EC0,BFA2EF56,BFB1C1A8,3D98D8C0,BF3D8614,3F349648,BFFA101E,BF345930,BF7C7634,BECEEEB0,BEF92BC4,3EA006B0,BE3AEB82,BF39FA18,3EA1C9E0,BDF9FF20,BECF33CC,3F3A5854,3FAB91B1,BE089DAE,BF6BE66C,BFD3A01A,BE148DE0,3EA22120,BF98728D
3ECEBE08,BF3766D0,3FABCAB6,3CBF5D40,3DDE74F0,BF7DFE9C,3E442630,BF93C55A,3EAAD3F0,3D987F40,3D8BCC50,BF224B0C,3FDF18B0,BEA19AA0,3ECDE4A8,3F32F768,BF278EF0,BFA41516,3F748D70,3F803D25,3DAFB110,BF7B0998,3FC75D33,3D73F720,BF8E7A7C
3F957A93,3F82E326,3FF57641,3FB8E5E4,BD2665F8,3EFE5D48,BFAB8DCC,3F2260B8,3F4BE04C,3F2F884E,BD01D080,BEAF0B00,BFD98B02,3EB77C58,BE680F48,BF9412DA,3E5E0A38,BE35DAA0,3FABEEA3,3E9FD718,3F92D030,3F5DA4B8,3D22D2C0,BF1B2DB8,3FA993AF
BEB5EC90,BED263E1,3FA0FE26,3F6EAA60,3EC3E0A4,3F694908,3EC281A0,BE6828A0,BF988FD9,BF9DD161,BE79868E,BE7CF862,3D4136C0,BE1A9E98,BED283E0,BFCF5948,BDB7C920,BF9B817E,3FB5A818,BE45D940,3F473680,3F5E4C88,BFF3A592,3F19E954,3FAE37BE
3F9041FD,BF36F4E4,BEAF0638,3FC45C85,BF5AAF24,BF877F44,BE599180,BEBCF708,3F6AAF80,BEC5D72F,BFAB6C8D,3F5E71C8,3FA7DF93,BFE4E077,BEEAC5A1,BEFB4578,3FF3C450,BE9307E0,BD9C48D0,BF1BACCC,3EEC27E0,BF9DF7EC,BF894F2D,3F99C835,BF0CA690
3FD7A5EF,3F3B0DC8,3F9159EF,3EBF3A10,BFB321DB,3F68A018,BEC4AB70,BF0085DC,BFAD26AA,BF60D044,3EBE5968,3FD41466,BF43D30C,3E696258,BF73D240,BF9D97D6,3E2CCE70,3F8575D2,BFDD2724,BDE8B200,BF69355C,BE61CC50,BF353024,3D22B740,3F94C6A2
BF92F182,BE021C50,BF1ED700,3E781360,3E8A1728,3FAC2DF1,3F8026B7,3F9BBD43,3D3B6740,BE9EA178,3F6DA130,3F36B488,BF9960AD,BE9294F0,BEF9FE70,3D6832C0,BEA930A8,3F065F98,BEE4D2F0,3FE2B9D3,BEB44C80,BF39183C,BFD71F08,BF758A90,BFA9215B
3F985644,BF158A58,BDAC3F10,3F8FE058,BEF220C0,BE0782CE,3F6FB798,3F8E22F7,BEF8F480,3E0B6C28,BF8D184B,BEBF20F8,BD2D0BC0,BE14A110,BF68191C,BF4BCADC,BE4D34F0,3FAA0FDB,3D7D3AC0,BE9617A0,BF8E01D3,BEBFF54C,BF7A9DE4,3F084670,BF66B6A0
3E3AC590,3F9ABAA5,BFF82DD1,BF057D28,BF5E67BA,BFC804F4,3FDA866E,3FF20EA6,3FECDF7C,3E904E70,BF2E2EB0,3FD634B4,BF9A9655,3E853A00,BFDD53C6,3F06ABD0,BF6E8384,BF3BB1B6,BDC1CEC0,3F018858,BF9FFCD8,3F872CF9,BFB59804,BEAFF0A0,3F8CBD96
3DF90D40,BEBFE118,3FC65F0C,3EE98328,BF1FA2B0,BEAB4289,3ED96D18,3F9142D6,BFE67A2C,3FB83697,3EDFF680,BE9FDE07,3D39E140,BF32BC08,3FF1D3C3,BE26D690,3F11AC60,BFCF5FA8,3F5E36C8,BFD68F3B,3EE9DAB8,3F1EAD04,3E1D7978,BFB8EEA3,BECD5160
3E044648,3D8A2D60,BDAD6904,3EACBC08,BF1013EC,BF83E36F,3FCB6D02,BF460F44,3E6AABB0,BFC57776,BF187E90,BDE392C0,BF492980,BF06C36C,BF624BA8,BEA4D0A1,BEE274A0,3F4247DC,BE95B8A8,BE4E1150,3E89D81C,3FB51EB1,BF64AA20,BE087158,3CEDEF00
BE3CD0F0,3F014DC2,3F247648,3FF81AEC,3E4381D0,BE5C2380,3EE74804,3FF8695C,3F9A88D8,3D6A3880,3FB717CB,BDC2FD40,BE3CD7B0,3FABF3F5,3D86B740,BD1A0AC0,BF4B9050,3F3D8BE4,BFAE3DC2,3F9C20B7,BF204E3C,3FD295FC,BC952080,3E801928,BF9511C0
3F45904C,BF3E7044,3F0ABA30,BEC8870C,3FFA4A9A,BFB54BA8,3E1398E0,BDEAD140,BF6FBE90,BDB8C630,3F29D61A,3F28EFBC,3F92FF4F,3FC681CA,BFA625A3,BEF5DB98,3F52685C,BFE4D4E4,BF4837AC,BFDB374D,3FA3D036,BFC18AE4,3F63CDB0,3FD2F77E,BD1E2080
3E255390,3DDE3640,BFDF4B46,3F9CB9F6,3E4DE070,BF292D0C,BFA2760B,3D261900,3F059F64,3FB19DAC,3F95664D,BF3E7C2C,BF424E5C,3F82A4D6,BE3C9A0E,3F7107A8,3FBBAF49,BF7CB2F0,3F361E78,3FA38FB5,3FCF4385,BF14DF24,3F6CA760,BF16D6D8,BF11DD7A
3FB7E6E3,BFAAC11F,3DD0F260,3E2F4800,BE918348,3F560944,BE8F016C,3F1E8564,BF58683C,3F29DE10,3FDC5BC1,BEE3E97F,3E0212F8,BEB9266C,BF908676,BF32D128,3F6A9358,BFE49EDA,BE9D9F70,BC9882F0,BFEF1198,3E286260,3EF96988,BF2DE5EC,BD6E4680
BE4CFC00,BEECBDA8,3E1FD8A0,3D75E2C0,BEACD318,BF868431,3F58EB14,3F5AF0D4,BBA8D3C0,3FA070AC,BE24F5B0,BFCC7334,BFFA164A,BFAF10B4,3F16DC3C,BEFD82D0,3F65B9E8,3E6FBEE8,BEF473D0,3F1F37EC,3F4DA1BC,BFE02726,BFBEFC09,BE5680B0,3F9A3866
3E619DB0,3FB50953,3FC53167,BFB5DD43,BE8BC878,3E6790E0,3FD8A0D8,BFA34B12,3F251AAE,BF9FD87A,BF9A3818,3FBA98C5,BF58177C,BEBF0FA0,BF725320,3F467E0C,BF0E6234,BD559E40,3E14F4E0,3F818E1B,3E1BA050,3FF14D9C,BF4AF810,BF0D1E40,BEDC5C58
3ECFCB28,BFA59F96,BE7A54B0,BD8C8600,BF304308,3E399C80,3E5F06B8,3EA1DBF8,3F23F54C,3D836A80,BF080B64,BEB7C730,BEEC6948,BF03621E,3FA84B74,BF937E6D,BE8F3E97,3F2F5760,3EB99B68,3E852928,3DF6BB60,3F8CCD21,BF96BEE5,BE5BCC60,3F6793F0
BDF314A0,3FB222D7,3F6F5B08,BD162500,3FF7219B,BF2AE96C,BEFA2420,3EC49B1C,3F93F5DF,3F708CE0,3F2B6FBC,3E9A0168,BF756258,BF8A6678,3EDC6B48,3EB2E620,3F937832,3DC77850,3F8DBF4C,BF6DCDEC,3ED4BB10,BFB1DDE5,3F8F011A,BFFDC27A,3FCB4CC2
3D538F80,3F91F34A,BE9BA2B8,3D5F7680,BF64F800,3EBA5C58,3FBA495D,BF5D947C,3EC07D88,BEF8A880,BF8B410A,BF970EAE,3FA26ADA,3D8DDEF0,3FDC65F6,BFFEC276,BFD52D32,3FC61CF2,3E28BC10,BDA09140,3F067100,3EEAF228,3F598124,3E8F0024,3F6A51D8
BF427D84,BF1A9584,3F1CC000,3E13EE10,3F5E08C0,BF928CE8,BF1F9E64,BF5DA868,3EBF5F98,BFB15B5D,3E8CF310,3FF5EDF7,BEE0F370,3E8B92AC,BCB0D880,3EB1E378,BDE59C84,3E88B738,3EBD7380,BE15CF70,3F5C4B82,BED5B9B8,BFD5BE2A,3F767EF0,3F94D504
3D858E60,3F8DD23A,BDBC79DC,BF96FED7,3F5924E8,BF0B6FA0,3E18ECF0,3F5775E4,3D4D3A40,3F644928,BEE7DA78,3E92573C,3FBBB433,3F9C9C67,BF33D530,BE2AC010,BF6B117C,3F556AA4,BDD1CDD0,3E521F20,3FCB6F22,3FF0DA38,BFC6B918,3E922818,BF23D3AC
3E9CFBB8,BE83F640,BFF22276,BE9369A0,3FA398B3,BFC713FE,3FE5EEF4,BF1FB760,BFB6615F,BF6B0098,3FB8906F,BD6266C0,3C416480,BF886DB7,BF3D9EC8,3F2C1758,BFEEFDB1,3F520C34,3DE684C0,BD9814E0,BFCB8171,BE6DFD10,BE100010,3E39E960,3D292D20
BD6BE740,3F9E18A3,3F9835CA,BE8B0220,BF174A3C,BE07736E,3F8AE778,3CB41F40,3BA94E00,3EEF04B0,3F694270,BE2D54A0,BF83A154,BE843DD0,3EBA3D28,BFCDED7D,BF892433,BDD8D9B0,BF47B364,BFC7C2FC,BF2A0A54,BF864749,BF34C854,BF61F3F8,BE558E92
3FE15D23,BF02DBA0,BE4BB690,3F3569D0,3F57834C,BF7E0448,3F9D5A0E,3F97E2BB,3F9F5AB1,BFA2292E,BEA60201,3FE53DF5,3D9F9F20,BDDA4DE0,3FB78444,BE509400,3EB04628,BE894517,3F1DB7E8,BF710CF0,3E93A168,3F5C3C60,3F2B2D88,BC98E200,3F8BFCFD
3FDA140D,BFD9BD8A,3F6414C8,3D5363C0,3FEC9E12,3EC7C808,3E4486C0,BFCD9094,3F65E438,BF539A70,BCD3DE70,3EE4CC80,3FAAD5C3,BF592128,3EC68CF0,BFBA4F8B,BF7D5874,3F9CFE52,3E5CA5A0,3E156330,3E72A480,3F44CEB0,3F5B18A4,3FBCB635,3F9660FE
BEE89918,3FDB62CA,BD4D8040,3FCB8E2D,BF098DB0,BFAB6248,3DB0A300,BF57B85E,3EBC7A60,BF8FE082,3E220C00,3EA012E0,3E9EA918,3EE079A8,3FD3E265,BEE74071,3FCA5116,BF7B3FA8,3D025B00,BD90AC40,BFBE0AD0,BF0F2EB0,BECA1548,BFE033A6,BF8EC848
3CBDA280,BE9746F9,3F8AFE50,BFC29815,BFC012A7,BEEBB320,3E4712F0,BF1A5834,BF81CADB,3FCDF915,3F4C8FBC,3F65D220,BDBC9660,3F6660C8,3F574878,3F050604,3F979769,BE690850,3D3AE680,BECB19FC,BEE319B0,BF734DBC,3F646610,BFB149A8,3EB98898
BF19BBC4,3E77AC10,3EBAAC78,BE5DD2EE,3F2B8A8C,BEE5C290,BCB14580,BF97BD1E,BF83A52D,3E77D650,3F2CFDDC,3EFC8C28,BE1F9FF0,BB538C00,3DF6D660,BF2C0BAE,3DAE66A0,3F14CF4C,3EDDFED0,BFAE0626,BF554108,BF026B38,BF5D501C,3EBC7198,BFD46878
3F04CF80,3EE55FE0,BF3D6990,BF2C66B2,3F3FB5F0,3ECB6FA0,BECC4EC9,BE8733A8,3E04EC90,BEF1223C,3F43A804,BD21EE80,BE7FAECE,3EE917A0,BFA967D9,3DED0A40,BF2F0C30,3E9399F8,3F021A88,3F5C4A60,BF8284E4,3EE221F4,3F173BDC,3EA6AA60,BF40887A
3EABBA28,3E750330,BF5CBB00,3F8A6A66,BFA3D7E2,3FCFF529,3FA97A88,BFCB1C9E,3F9DB426,BE22D920,3F31A298,3ECFCE28,3E1C74F0,BF1B6524,3C9BCF80,BF39FF80,BFD4F977,BF424EF4,BE3709A0,BFF31E0E,3FD93559,BF819F1B,BFB46ECF,BE3A5C30,3E3F0460
