c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
0x3f8b0725+0xbf9787a6j,0xbf118b74+0x3f87f1ebj,0x3fd08eeb+0x3f88476aj,0xbeb00430+0xbec1a1c8j,0x3e3d0cb0+0x3f4e6324j,0x3ea20ba8+0xbf8a6808j,0xbf771658+0xbf64dbdcj,0xbe12cde0+0xbf245b18j,0xbe884ca0+0x3f71a650j,0xbf1ca0d0+0x3faa1583j,0x3ed4c3d0+0xbd484bc8j,0xbfc72a34+0x3faae599j,0x3fb41e07+0xbf2f8c48j,0x3fc05abd+0xbd542560j,0x3f650830+0x3f802a7cj,0xbf416718+0x3f8981c2j,0xbdc59a20+0x3f6ba362j,0x3e680218+0xbf66f9a4j,0xbfe8df5a+0xbed49ec0j,0x3f565e60+0x3d968980j,0xbf043f6c+0x3f070454j,0xbf7d5698+0x3fb554aej,0xbe3e7aae+0xbf27eb98j,0xbf1c1664+0x3e193170j,0x3f0b4fe4+0x3fe75f60j
0xbe838730+0x3cf4bc80j,0xbf5283c8+0x3f0acb04j,0x3dca4fa0+0x3f377d10j,0xbf947964+0xbf0effc0j,0xbf51bc0c+0xbf8e477aj,0xbf0414dc+0x3f19d090j,0x3f8cb32c+0x3ff4ebdcj,0x3e8c6204+0x3f811ba1j,0x3ca4ae00+0x3f213118j,0x3e117330+0xbfc05e2dj,0xbec3b108+0xbf881dafj,0xbffafd34+0xbf12c5ecj,0x3ecac4d0+0x3da498d0j,0xbf249f8a+0xbf8822c8j,0x3dcb5c20+0xbfdfd3b8j,0xbf44dda2+0x3fad88a2j,0xbf530ae0+0xbf239f58j,0xbf68f174+0x3ed2fec4j,0xbf3b733c+0xbf756e00j,0xbfaa5e57+0xbf0b6f74j,0xbe8695e9+0x3f0ab43cj,0xbeb9638f+0xbe49e3d0j,0xbfa86ae9+0xbf782174j,0xbf5250a4+0x3e01fc20j,0x3da3e160+0x3ecc7b20j
0x3fa2fbd9+0xbefec840j,0xbe9df368+0x3f78c008j,0x3ed8c968+0x3ec0d5c0j,0xbe4c192e+0xbf89a7f1j,0xbf11b7f4+0x3f091960j,0x3fc83c19+0x3f55102cj,0x3edaaf80+0xbe7ce23ej,0xbf83bdc1+0x3e7a95e0j,0xbf05ad7a+0xbe922347j,0xbeaadd48+0x3d374500j,0x3f7e7700+0x3dadf790j,0xbe3e1ed2+0x3ea4bfa0j,0x3f2780f0+0xbc9d0b80j,0xbf50ef70+0x3f52da6cj,0xbee8bfb8+0x3c645b00j,0x3eef0020+0x3f63d0baj,0xbcee6e80+0xbfd501e7j,0xbeec0fc8+0x3f22af7ej,0xbef7af70+0xbf08f4a0j,0x3f844e1c+0xbec1ac10j,0xbee53b98+0xbf949f25j,0x3eac8408+0xbf551574j,0xbe8fa900+0x3f6bac98j,0x3ebccf88+0xbfa55e43j,0xbf452084+0x3e974d60j
0xbf98491c+0xbf4700a0j,0xbefad2c4+0xbd2c6840j,0x3f34a690+0x3ede7040j,0x3fdc7d36+0xbfa104d3j,0x3fffeaff+0x3ea36424j,0x3fd713df+0x3f6f0ae0j,0x3f935d78+0x3f06ef74j,0x3f3881c4+0xbf1a0878j,0xbfa6d9fd+0xbf339fa6j,0x3f9ce2c7+0x3fe9a692j,0xbf9079ac+0xbcf4fc80j,0xbdd66600+0xbf3cf32cj,0x3ef5ecd8+0xbf224824j,0xbf161980+0x3de2f7d0j,0x3fac35e2+0xbfc07e0ej,0x3f76ed08+0x3f4e1024j,0x3f4f9fe8+0x3fbb2a82j,0xbef4ee24+0xbfbea512j,0xbf623450+0xbf7d9eacj,0xbfe5367a+0xbf5f04c4j,0xbe8a4400+0x3fb3acc8j,0xbf66c494+0x3ecd7d78j,0x3fb4a345+0x3f351094j,0x3fde514b+0xbfff1104j,0xbf76f628+0x3e8ddda4j
0xbf25f908+0x3f37d574j,0xbfbdbdc6+0xbe2f0040j,0x3f33166c+0xbe3d5a38j,0x3febd74d+0x3d2a6ac0j,0x3f295a1c+0x3f13d650j,0xbf9dac89+0xbfb61598j,0x3d7b6c80+0xbfb144a8j,0x3f1ed030+0xbde5d260j,0xbea54af8+0x3f19adf4j,0xbf9e7229+0x3df3d7a0j,0x3fc79b53+0x3f31157cj,0xbe4e5660+0x3ee2f768j,0x3e7264a0+0xbf1e5ca0j,0x3f30b6d0+0xbe07c640j,0xbfbb92fe+0x3f4a4df4j,0xbf81e242+0xbde86e80j,0xbddd4624+0xbfaaa3fcj,0x3f9993a0+0xbf7a13ecj,0xbda33e00+0xbfb1e99cj,0x3ecf5b98+0x3d6bf080j,0x3ecc6b70+0xbe4b5310j,0x3f8c6e1a+0xbfe53ef2j,0x3cdbb3c0+0xbf3321c4j,0x3f88d73d+0x3f5d7f44j,0xbd697d78+0xbded0c3cj
0x3fa0809e+0xbfcb6850j,0x3dbe2760+0xbfa3687bj,0x3f8b87d3+0xbed7c4f0j,0x3fb1119e+0xbfb27d84j,0xbfe4faf5+0x3ef02490j,0x3edc195c+0x3f8396cdj,0x3f9b908c+0xbf000e50j,0xbefdb728+0xbfc37cccj,0x3f38a014+0x3f2c9660j,0x3faed320+0xbedf79c8j,0xbf09d84c+0x3fbc7499j,0xbf5458a0+0x3f835005j,0x3f88076b+0x3ea62a98j,0xbf9ba196+0x3f0b44a8j,0xbc8a5100+0xbf3140a8j,0xbcdf5a80+0x3f72e320j,0x3f364154+0xbf21cd88j,0x3ecb3970+0xbecc3f60j,0xbf1b2a40+0x3ed4aa98j,0xbefbc3f8+0x3dac0750j,0x3fee571e+0xbf74a898j,0x3feac244+0x3c796600j,0xbfbbb0f4+0xbcd22d80j,0xbd07cc40+0xbe147710j,0xbf253240+0x3eab1148j
0x3c1eb600+0x3f39bc08j,0xbeed5bb8+0x3ef02a20j,0xbe9e7491+0x3dbd0c40j,0x3ee96ea0+0xbf9361dej,0xbea32599+0x3eb17bf0j,0x3f9421ca+0x3edd8c00j,0x3b6a2c00+0x3f163c7cj,0x3d9f7ac0+0xbf11056cj,0xbdbd781c+0xbfe4f416j,0xbeef8768+0x3d7f43e0j,0x3e6c28e0+0xbc495f00j,0x3f801553+0x3fa187cdj,0x3f3489f0+0x3efea6d8j,0x3ecfeee8+0xbfb06339j,0x3f4ac29c+0xbff28600j,0x3f0e1cce+0xbd3b94e0j,0xbfbc736e+0x3ed694dcj,0x3ed32548+0xbea80060j,0x3c9e0080+0x3e5cc770j,0x3ddd1fc0+0x3fcae16ej,0x3fcef0e4+0x3f1960fcj,0xbfc26c50+0xbc5b1a00j,0xbff8d591+0x3fd01002j,0x3fe386b8+0xbe3abaa0j,0x3cedb940+0x3f9e1bf2j
0x3f3b9e20+0xbec5a60cj,0xbfa71988+0xbf542d20j,0xbef2f890+0xbf3840dcj,0x3f50f0f4+0x3d14bc00j,0xbfe72660+0xbcd3dd00j,0x3f55a390+0xbf9cab33j,0xbf8ebcfe+0x3f74b4a0j,0xbf887465+0x3efeb270j,0xbf6af0c4+0x3ef3cb60j,0x3f53773c+0xbf6e2fe0j,0xbf9ef859+0x3f6481e0j,0x3ff418c1+0x3f9565c0j,0x3f33e858+0x3ec1b284j,0xbf55d1f8+0xbf85728ej,0xbf9de928+0x3f8ad468j,0x3d51f380+0xbda979d0j,0xbe974900+0xbeea5700j,0x3e89eb30+0x3ff866b0j,0x3f90a7d7+0xbed2806cj,0x3e9f8b08+0x3ef83598j,0xbee05810+0x3fc9f315j,0xbeb37fcf+0xbe903a38j,0xbf0c8f58+0x3f5a75c0j,0x3f7aee70+0x3f19c02cj,0xbe3345d0+0x3e433778j
0xbee82f28+0x3fbae01fj,0xbf825fbb+0xbecbeda8j,0x3c899700+0x3e1fc308j,0x3fd98fba+0xbfdecf0aj,0x3ed95700+0x3fae0eabj,0xbec5d4a8+0x3e8c8868j,0xbf4c58b8+0xbe1da7f8j,0xbfa3497c+0xbf826062j,0xbfc96906+0xbef05220j,0x3dbd9a20+0xbfd06a38j,0x3f642968+0xbfb06915j,0x3f6fdb98+0xbf16846cj,0xbf80da8f+0x3e289150j,0x3ef51260+0x3f33ea12j,0xbea8f198+0xbfb43766j,0x3ea27e94+0xbf052028j,0xbe6c9b70+0xbfb20f5aj,0xbf2013e8+0x3f114804j,0xbf9dfd42+0x3ef11920j,0x3f725c08+0x3ea828a4j,0xbf1ececa+0x3fb1083cj,0xbfa3451c+0x3e6344e0j,0x3fa05582+0xbfc7e94aj,0xbf6c4d7c+0xbe9525d0j,0xbf32b74c+0xbf80124fj
0xbf9684cc+0xbf0acb18j,0x3fe674f4+0xbfbf377cj,0xbf0ad7ec+0x3f7d58d8j,0x3fb28222+0xbdfcc460j,0x3f4d4d6c+0x3fbaf05ej,0xbea189d0+0x3ea35480j,0xbf84b0db+0x3f042c20j,0x3dbfd5c0+0xbfc88dccj,0xbfbd0d74+0x3fc002afj,0x3c874e40+0xbe8f9171j,0xbf9c6a92+0xbf15018cj,0xbf4b211c+0x3e9a31b0j,0xbf74a1c8+0xbdd1b760j,0x3eac6810+0xbed09a80j,0x3f68a398+0xbfe86818j,0xbfa37c07+0xbf988874j,0xbf2d3df4+0xbf06e00cj,0xbf4e6684+0x3f8107c8j,0xbe3e9c80+0xbf332500j,0x3fef5e5e+0xbf5457f0j,0x3f54cd48+0x3f819f7cj,0xbf577594+0xbfdc117aj,0xbf83bdc5+0x3fb02176j,0xbe96fa70+0xbf95172fj,0xbf131cb4+0xbe64f1f0j
0x3f0283c2+0x3fc391f5j,0xbdfb0380+0xbf8e181dj,0x3f25e364+0xbf692508j,0x3dfdc2c0+0x3f7330b8j,0xbf54562c+0xbf7a31d4j,0xbf8d5e85+0xbf8bfb6ej,0xbfe2e6c4+0xbe5d1e70j,0xbeb49188+0xbf577ef4j,0xbf648910+0xbfd72676j,0x3e3ec850+0x3f289234j,0xbfc713b8+0xbd8c4c60j,0x3e6467f0+0x3e06c898j,0x3fac203e+0xbf8c7de4j,0xbf7ea578+0x3f9ca2acj,0x3ef8dd00+0xbf1b03b4j,0xbfc05666+0x3e5ec388j,0x3faff779+0x3f4b722cj,0x3e782140+0x3f36b71cj,0x3f444a00+0xbf044904j,0x3f05cd98+0xbfc4b395j,0xbebd0427+0x3f233b10j,0x3f8bd4c7+0xbdc51340j,0x3f7ade70+0x3f0a76fcj,0xbffcbae2+0xbfba9618j,0xbcea2870+0xbfd92f17j
0xbfed1516+0x3ffa168cj,0xbd1e2220+0x3e92f940j,0xbfb401fe+0x3f20a5fcj,0xbf952b62+0x3c01b100j,0x3fb34783+0xbff4a4c3j,0x3fd94b4f+0xbfbac3cej,0xbf2f0294+0xbfa3358ej,0xbfc23848+0xbfdc6b86j,0x3f38581c+0x3f2e85bej,0xbe0c2210+0xbf2c45f8j,0xbea0f897+0xbfbefe41j,0x3e8ed300+0x3f59d4ecj,0x3fabb67f+0xbf818dc9j,0xbf1dd4c8+0x3e9bfb10j,0x3fe30958+0x3f3bf01cj,0x3fca5c8e+0x3f9875cfj,0xbe97db40+0x3f3d74e0j,0x3f4031d4+0x3e3ee050j,0x3e7b1d00+0x3ee266e0j,0xbe6e1f60+0xbd84ada4j,0xbf33f98c+0xbef00a3cj,0xbeef6440+0xbfa77b5ej,0x3e592380+0xbf9954b7j,0x3f9a8dca+0xbf8dc848j,0xbedf3340+0x3e6aeb10j
0x3f190f2c+0xbf81d0f0j,0x3f8f38c5+0x3fa872fej,0x3f6938b0+0x3ece14d8j,0x3f4d602c+0xbfab2c3cj,0xbf4711e0+0xbf1ca454j,0xbf70f3bc+0x3ffd1905j,0x3f383764+0x3ff9696dj,0xbd1d7360+0x3e1272e8j,0xbd3982b8+0xbee36940j,0xbf8a9142+0xbef34fd8j,0x3f7a9d58+0x3da79f50j,0x3f2e49bc+0xbe975b58j,0xbf244448+0x3f9647daj,0x3f44bb80+0x3fd8a26cj,0xbf0d6188+0xbfb7e99ej,0x3ff80275+0x3f30c2a4j,0x3fa680bc+0x3f3b50dcj,0xbede5641+0xbf47dd9cj,0x3b37e400+0x3e434c80j,0xbf9eae76+0xbf3387c4j,0x3f8b1e81+0xbe98cf00j,0x3d9596f0+0xbf8e311cj,0xbf1ef0fa+0xbfd5fed3j,0xbeba1d08+0xbc0d1720j,0x3ee9c3c8+0xbebb2280j
0xbfb58152+0xbeea4084j,0xbf255c9c+0xbf4cc124j,0x3ebdf068+0xbeb8fce8j,0xbf6f3ab8+0xbebebb90j,0xbe109570+0xbf784964j,0xbeaf8868+0x3f563bc0j,0xbd0208a0+0xbefe04f0j,0xbe9f9d29+0x3f15bf5aj,0xbe50d190+0xbe081980j,0x3f16b4c8+0x3e83aa2cj,0xbdc720a4+0x3f0dfe64j,0x3e7c34c0+0xbf06f540j,0x3ac57000+0xbfab482aj,0x3ea98ae0+0x3f44d37cj,0x3fbba5fb+0xbf229ddej,0xbecb4160+0xbf819dbcj,0x3fc04027+0xbdae3f00j,0xbf0f3624+0x3fd7f41dj,0xbffbb4e4+0xbd9e6efcj,0x3f1ce514+0x3d6a9740j,0x3d402080+0xbebfee80j,0xbf80f0ec+0xbf8b8cb1j,0x3f51c804+0x3e28f748j,0xbfa885ea+0xbe608c8ej,0xbf302418+0xbf2c378cj
0xbf73a760+0x3f9ee4a0j,0xbf181666+0x3fb7f5b9j,0x3f280960+0x3f9bfaa8j,0xbfa151fc+0x3f13082cj,0x3ea204f0+0xbfb26a9fj,0x3f0d2c20+0x3fa62784j,0xbee59c9f+0x3e184420j,0xbf550640+0xbe6b79e0j,0xbfbd6f0a+0xbfbaf26aj,0x3e4ab090+0x3eaad800j,0xbdbec100+0x3ebfd970j,0xbf3ffa1a+0x3e962268j,0x3fa36cd5+0x3fc01f6fj,0x3f8e33eb+0x3f34b160j,0x3eca56b8+0xbf21c174j,0xbf83bbbc+0x3e96eb80j,0xbfc0e72a+0x3e2f1fb0j,0xbf808a75+0xbea87180j,0xbe41db60+0x3b852100j,0x3fe160b6+0xbd355ec0j,0x3f9bb389+0xbf339b38j,0xbf3c5b64+0x3e00b900j,0xbeb3ba70+0xbf18c100j,0x3e9b06f8+0xbea7b917j,0xbfcb763a+0xbff91afej
0xbf405c7c+0x3fff0eadj,0xbf0ab224+0xbe1008e0j,0xbf95e7bf+0xbf48ee54j,0x3f68c9c0+0x3fe3814aj,0xbf6208d4+0xbfd74b55j,0x3f0183d0+0x3f686280j,0xbead5c80+0xbeb9f890j,0xbe6061a0+0x3f248324j,0xbdef66a0+0xbf8ddf26j,0xbe952c84+0x3ee95320j,0x3f8a59fe+0x3f030506j,0x3f89169e+0x3f907580j,0xbfbfd87b+0x3f0bee44j,0x3f5af850+0x3f158484j,0x3d466f60+0x3f50aba0j,0xbf915e1b+0xbfebec62j,0xbe953b48+0xbe9f7729j,0xbf0b69fc+0x3f058c44j,0x3f9ead27+0xbe662632j,0xbf825f1d+0x3d976700j,0x3fc46fc3+0xbec54208j,0xbe83ee2c+0x3f670528j,0xbdb54fc0+0x3c588100j,0x3f0ef97a+0xbfb38c66j,0xbeba7c88+0x3fb40035j
0x3e955b98+0x3eb6283cj,0xbef0f2c0+0x3fe9f76ej,0xbf6a76a8+0xbff5e1d2j,0x3e8421a4+0xbf9d0994j,0x3d576d40+0xbf83c2fdj,0xbfe1bc96+0x3e9bb3c0j,0x3ef08240+0x3ef05450j,0x3fb3a016+0xbf694114j,0xbfbf9c89+0xbda085a4j,0x3e3b8088+0x3f2df888j,0x3e949bb8+0x3fa98550j,0xbcc02300+0x3e9b6228j,0xbf8bb36b+0x3e457948j,0x3f87957d+0xbcdbd890j,0x3fcbe88d+0xbf276bd8j,0xbe36e310+0x3e943268j,0x3f4295f0+0x3f464f54j,0x3f990db3+0xbfa02bf7j,0x3e5b8a70+0x3ec577a0j,0xbfa83fce+0x3fcd2166j,0xbe3a1bf0+0x3e2e4e08j,0xbf8300d0+0x3eeace20j,0xbf9e2dcc+0x3f14b1b0j,0xbc999a00+0xbdbfc840j,0x3e435f40+0x3e877288j
0xbed41330+0xbfd72bbej,0x3f286730+0xbf2d6d6cj,0xbf27b650+0xbf02a1c4j,0xbe0f2d12+0xbf8f1577j,0xbef790d8+0xbf96427bj,0x3cfd5740+0xbdd543e0j,0xbfb416be+0x3fa5acf8j,0xbeb984c4+0x3e636370j,0x3f303b10+0x3eaf59e4j,0x3f9d8d71+0xbf75cf30j,0xbf0b42ac+0x3ea2e57cj,0x3fa359ea+0x3fb23a7bj,0x3f734290+0x3dd3f6f0j,0x3f965102+0xbfb9e6c6j,0x3f7f1080+0xbf6a629cj,0x3f3b582e+0x3e2e39c0j,0xbedd6830+0xbeac2100j,0x3d504320+0xbf1f2f1cj,0xbfc44c3c+0x3f6efd78j,0xbf2000bc+0x3efaabe0j,0xbd16df88+0xbeb82bf0j,0xbf1c7234+0xbf411d5cj,0xbde4d8c0+0xbf9df41aj,0x3fa8e052+0x3fb70ae4j,0x3fdd011f+0x3e6e8960j
0x3f13f5dc+0x3eeb0670j,0x3cd9cac0+0xbec4da71j,0xbf85478c+0xbf40f370j,0x3eb72b28+0x3fd5d701j,0x3ea3b6c4+0x3dda60c0j,0xbf16ba8c+0x3f8ce070j,0x3f08ff76+0x3fbdc474j,0xbf2d0428+0xbf99a22fj,0x3f05f59c+0xbea440a0j,0x3f8cfd0b+0xbeeb8889j,0x3df70b60+0xbf41f926j,0xbf86203b+0xbf17b048j,0xbd853fc4+0x3ebad560j,0xbfc3b494+0xbf0fb0b4j,0xbec7cbcf+0xbd2a1138j,0xbece0ee0+0x3f8683a0j,0xbfd09ef1+0xbe6e08a0j,0xbd50d680+0xbf43bad4j,0x3f84455e+0xbfececc0j,0xbfbfe2e0+0x3e8f3818j,0xbf728bf0+0xbfb17d04j,0xbf4ece7e+0x3f071ad0j,0xbf7e3158+0x3fa9ff45j,0x3f44e84c+0xbf7ae738j,0xbe8fd4c0+0xbf5abedcj
0x3ed15ea4+0xbfbd8790j,0x3f49cb58+0xbf2c9e28j,0x3f04337c+0xbf217b1cj,0xbf03520c+0xbf0ba43cj,0x3e979048+0xbf18f08aj,0xbe77bc52+0x3e52c260j,0xbfd8e31c+0x3ffcf736j,0x3f301740+0x3dacb160j,0xbea788f8+0xbf69948cj,0xbef629c8+0x3f01bb38j,0xbf6e37e0+0xbf1991b4j,0x3f19fe14+0x3d51c6c0j,0xbfcad4ce+0x3da1da40j,0xbf8133d6+0xbfafce00j,0x3e4d2518+0xbfcca0efj,0xbfc72dc2+0xbddd9700j,0x3dc7b840+0xbffc5024j,0xbf43b8ac+0x3f862643j,0xbe769d90+0x3f73d018j,0xbf19c9b2+0x3f8b7a5fj,0x3f1cb854+0x3f4a5538j,0xbf707108+0xbe74bb60j,0xbdf72d80+0x3efb49c0j,0xbfa630d5+0xbd9b45d0j,0xbed36e28+0x3e8b0d38j
0xbe3e2722+0xbe4c2d00j,0x3fa6bb20+0x3f6bfbb8j,0x3f2d56c4+0x3faebb9fj,0x3e5d9068+0xbfb6c9eej,0xbfe36b71+0x3f4f0b70j,0xbf53a6ac+0xbd36bac8j,0xbf1406e8+0xbfbdce52j,0x3f34fd04+0x3f0747e8j,0xbf7355fc+0xbf87d44bj,0x3fd75a2e+0x3ee2ab38j,0xbf1f7d44+0x3e1dc2c0j,0xbed26d71+0x3ea5b5b8j,0x3e3bbb80+0x3fad5ebdj,0x3f739058+0x3f251508j,0xbf52b428+0x3f770c68j,0xbf6729e8+0x3fa8baf5j,0x3eb495f8+0x3ee69d58j,0x3f4f07ec+0x3ee77988j,0xbee7b0e8+0x3f016cf2j,0xbe97fb68+0x3eca6a58j,0xbe0416a0+0x3f996dc1j,0xbf6ab378+0x3e034928j,0x3fc06643+0x3fb0dd57j,0xbe8b44a0+0x3f97e047j,0x3f1d2d9c+0x3f3c4edcj
0x3f596eec+0x3e940230j,0x3ec78d88+0xbfa24e61j,0xbf48fb2c+0x3e9768a8j,0xbcb58380+0x3fc813b8j,0x3e7ac280+0x3f264024j,0xbf2335a8+0x3f014240j,0x3fa1321f+0x3f3b66c6j,0xbd49a288+0x3d445040j,0xbec64d60+0x3f03e424j,0xbf88cae6+0x3f80906aj,0xbfaef3e1+0x3f30c230j,0x3fc5a936+0x3e8a6ef8j,0xbdbb8d70+0x3fb7fbacj,0x3f052408+0xbeaf6bffj,0xbf02cd80+0x3e957050j,0xbf2efce0+0x3f501910j,0xbe929f11+0xbfd6a1abj,0xbef59878+0x3fbe5b29j,0xbf506734+0xbd81ad60j,0xbf8796eb+0x3e225910j,0x3dba98c0+0x3fbba56cj,0xbc698400+0x3f16a100j,0x3eea1460+0xbf92be92j,0xbf505472+0xbf0b2fc0j,0xbe30d270+0x3f84ac14j
0xbeb98f20+0x3f578638j,0x3ef99a60+0x3fdc2011j,0xbdc77700+0xbfdde56aj,0x3f4b0558+0xbe8bbe1fj,0xbe618ba0+0xbf8cc55aj,0xbe414bb0+0x3d93d380j,0xbf6443ac+0xbefdcb00j,0xbe178b28+0x3f31236ej,0x3f15f0d0+0x3f05d350j,0xbf4bb630+0xbf216d00j,0xbcae3b80+0xbd80be20j,0xbf397654+0xbfa91fcaj,0x3f909da2+0x3f68fc10j,0x3efa1358+0x3fc35531j,0x3e6cbfb0+0x3f5b9f40j,0x3ea8b9f8+0xbf9a4b28j,0xbd8fda60+0xbeebd7a8j,0xbebb8b47+0x3eb9ead0j,0x3f292378+0xbf0d5ab0j,0x3f836f4e+0xbfbe7a63j,0xbde841e4+0x3f95d86dj,0xbd2d8a88+0x3fffdb04j,0xbe102730+0xbf1914b8j,0x3f5f2e18+0x3f6cf340j,0x3d95e720+0x3e9f07c0j
0x3f6dcb68+0x3dc108a0j,0x3f03a6be+0x3ea77f60j,0x3eab7704+0x3f7cc8d0j,0x3fa302a1+0x3ffc120fj,0xbe0a0720+0xbfc44852j,0x3f0d32f4+0x3f579594j,0xbfbd8c02+0x3da63da0j,0x3e43b7b0+0xbf8c2c1ej,0x3fe0141e+0x3f2e131cj,0x3f738b58+0xbe605ac0j,0xbcee3f00+0xbe6c6d20j,0xbf61922c+0xbf755410j,0xbf85fdd5+0xbe9439ffj,0x3e9fa0e0+0x3ef96f88j,0x3cb01380+0xbf4708c8j,0xbf81d9f8+0x3fc7dfcdj,0xbc683400+0xbd83bba0j,0x3f87b099+0x3f650c30j,0x3fdf9933+0x3f83aabfj,0xbf203650+0xbf4d6ee4j,0xbf523dc4+0x3fb088c5j,0x3fc76398+0x3ef66c30j,0xbf993f38+0xbf23b5a4j,0xbf563da4+0x3e9d96d0j,0xbf740410+0x3efc3d60j
0xbf72c280+0xbe0478f0j,0x3fa2c6a1+0x3f705b08j,0xbf08895c+0x3db09c00j,0xbf55b4c4+0x3fb42878j,0x3ee952bc+0xbd93e9a0j,0x3f513ad8+0xbf1a3496j,0x3e3e21b0+0x3eec5758j,0xbfd74331+0xbfde3bf5j,0x3f64f8a8+0x3f80147dj,0xbfaba229+0x3d2ec860j,0x3e8140d0+0x3e8fcea0j,0x3eea44c8+0x3a02f000j,0xbf439150+0xbf3a8c8cj,0x3eb471f8+0xbf3c54eej,0xbfa8a012+0x3ee337d8j,0x3e066400+0xbf05bcfaj,0x3fb3db0c+0xbf8f536bj,0xbe6a5032+0x3de3df90j,0x3f95f998+0xbf39f654j,0xbf41ba80+0x3efa3f20j,0x3d8fbe50+0x3f3bb36cj,0x3da31870+0x3fc0d03fj,0x3e5bc170+0x3f5036d4j,0x3ef23868+0x3e263e00j,0x3f9e2933+0xbf37dba2j
0xbf799ea8+0xbf344d40j,0x3f090c20+0x3e8d5348j,0xbe3cfe52+0xbecffb24j,0xbf1ecce8+0xbf6baa24j,0x3cd53580+0xbfbbab4ej,0xbf87ec6c+0xbebb7000j,0xbfd41a84+0xbe887408j,0x3ef5ae40+0x3e801220j,0xbb314c00+0x3f090a40j,0x3f2fea14+0x3f11a0caj,0x3e18c2a0+0x3ef6087cj,0x3e2742b8+0x3e93edd4j,0xbf01348a+0x3faf8c61j,0x3df3f960+0xbe5e3c12j,0xbf8683f6+0xbd690880j,0xbfd63c9c+0x3f47b2e6j,0x3fdda63e+0x3fd017d9j,0xbe900e38+0xbfc715c0j,0xbd1cb140+0x3ed50468j,0xbf151180+0xbed56ff0j,0xbff551f5+0x3faeed57j,0xbfbdecea+0x3f4e30a4j,0x3e99c01c+0xbe873cc0j,0x3f7a1288+0x3f7f7480j,0xbf476eb4+0x3e3398c0j
0xbec2b97c+0x3f658ed8j,0xbf989540+0x3fa5a086j,0xbf4f8dee+0x3f1335d0j,0x3e9a0548+0xbf828f1ej,0xbf688f18+0xbfda976aj,0x3e1f1910+0xbe2ded12j,0x3eb91290+0xbf1395bcj,0xbfd62514+0xbfdb26a3j,0x3f14c0f4+0x3d6a4cc0j,0x3f85263b+0xbf30a128j,0x3f814be0+0xbeda5ff8j,0xbea6fdc8+0xbf22a110j,0xbecab4f0+0x3fc472c9j,0x3f7475b0+0xbe314eb8j,0x3f7770d8+0xbe791430j,0xbe93fb00+0x3fe1169bj,0xbf1fcdf4+0xbf123cb8j,0x3f4fe884+0x3f8b2b0ej,0x3d476660+0xbeeaff7fj,0x3f8a9c56+0xbf555fe8j,0x3f21d854+0x3da45070j,0xbdce3ce0+0x3e40d390j,0xbe1b3cb8+0xbdca44e0j,0x3f144d80+0xbc118200j,0xbedb8870+0xbf384bacj
0xbfb5e5bd+0x3f08c15aj,0xbe1be25e+0x3e8e6970j,0xbe4e0c90+0x3f08a6acj,0x3fceb302+0xbf54ed2cj,0xbe9c22ac+0x3f68c838j,0x3f177728+0xbfba5740j,0xbf7125dc+0x3f832845j,0x3fbb29d5+0x3fd6b0edj,0x3e7e4a40+0x3f105b80j,0xbe333082+0x3f90c20fj,0xbf4e1cd4+0xbf24279cj,0xbf9169a6+0xbfe3688ej,0x3fa440d6+0x3fbca589j,0x3f33ed2c+0xbde98320j,0xbbc6a300+0xbd792e00j,0xbf182020+0xbeaade40j,0xbf9a1112+0x3f5abaeej,0x3e6d6680+0x3ffbfd6ej,0xbf7fe720+0x3f5a3e78j,0x3db44240+0xbf3d8c00j,0xbf8b83c4+0xbe1c8180j,0x3f6cc078+0x3e2dda70j,0x3ed499e8+0xbe9da348j,0xbf4524ec+0x3e66cc98j,0x3f211b98+0x3f82b6a6j
0x3f6c5258+0xbf2a582cj,0xbece37e0+0xbfb7aa62j,0x3f4ccec8+0x3fc8f15cj,0xbf6ea788+0xbf172b74j,0x3ea5f140+0x3f8d6c5aj,0xbda9b51c+0x3ef6a6e8j,0x3f324f3c+0xbe9c1fa0j,0xbd80f980+0x3f24667cj,0x3f9ad966+0x3ed30ef8j,0x3f1c94d0+0xbfb6d20cj,0xbf2d5ff8+0xbf1c4b20j,0x3ed13e00+0xbf3fe674j,0xbf3aef04+0xbf407db4j,0x3ed1ade8+0xbe7ff770j,0x3e6e9268+0xbf0f32dcj,0xbf8f8119+0x3f911133j,0xbf930b21+0x3ef918f8j,0x3eb9fe40+0x3f9bb6f0j,0x3f7d8f70+0x3ee1c36cj,0xbee77264+0xbeca5348j,0xbe201b60+0x3e8a0260j,0x3e9bbfa8+0xbf814022j,0x3e580e80+0x3fa59ea2j,0xbf6e6dc8+0x3eefd890j,0xbed85068+0x3fbfe672j
