c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
-0.318028530964965749-0.822181081811614644j,-0.165795520792719308-0.412486996418513829j,0.852127115398495060-1.001259696420753186j,-1.302877528474009061+2.28668269006925450j,0.593172863101975700-0.766107066289984928j,-0.581610745953822227-1.308551193320588224j,-0.439650818878003446+0.992176203364910858j,-0.870080988066083804-0.412418099073847521j,-0.643797156271878501+0.387007469160136174j,-0.277323369299783628+0.608204360039108937j,0.812690997751369437+0.0522796136530874200j,1.47868448062249813-0.672957071124713923j,2.41267143769343661+0.835408717946354961j,-0.189695869364720604-0.576292056583252998j,0.894642642790393072+3.14540569741470132j,-1.035386582354889783+0.926653337136421395j,-1.859845511193273237-0.990556421432367439j,0.208735260526878629-1.142660050711642893j,-1.205127014515826155+2.10714622673958906j,0.0302946826326864204-0.494249823042767655j,1.23258927578056276+1.75478184808712245j,-1.805290966801462282+0.307463878787160194j,-1.268296539227107722+1.66591578666053852j,0.284575038211826614+1.66753073739808255j,0.646941924312149474+0.332487547941202166j
-0.610083129656066924-0.0689536728249238728j,0.474808385411015443+1.17446722935439829j,-1.880028326437996666-0.662001554261279601j,1.38116917678197226-0.427503282478513657j,-0.277015600607883827-1.659477540317730870j,-0.184621894123435215+1.67251067985826251j,0.575109738665557923-0.174883215625340537j,-0.631214371373468807+1.05973113285245124j,1.92038107620191889+1.14255765179051471j,0.242991432386574501-0.268098129792299244j,-1.007922537938419571-0.857932362254167468j,-1.408898800610611790+1.45242749271754467j,-0.910043043343959023+0.435428548394173109j,1.55901820748883945+0.823249322816815398j,0.826893629173725219-2.134350489096507708j,1.63524140829797315+1.96905047946465394j,-1.569880508999839996-0.122444734632878693j,-1.321595820372395202-0.961762129023509437j,-0.945731702377975214-0.851850570923545991j,0.767938320597973955+1.63340248066895488j,-1.414180869797883488+0.0306820127730724756j,2.10705964834570380-0.820075296847072809j,-1.054769071124201040+0.161681097346771718j,2.00895132134903464+0.308822964115856635j,0.131238606239425958+0.707983580306638327j
-0.144245562574718100+1.59270354657424961j,-0.103005268497137203-1.483981560007129552j,-1.830697946733693015-0.404517851615767920j,-0.0856398100067754519+0.634675822186504312j,-0.402819379364399487+0.344192758321938407j,-0.253071971475668622-0.351732384147412258j,0.823120773278268380-2.201519276966569016j,-0.831999704630804082-0.256254895770869683j,-1.236431337006698605-0.183192923024571907j,-0.911676197733387372-0.289545707437968591j,0.253384212774557582-0.628265510500674029j,0.285738943521895549+0.592284851171211101j,-0.320278680407009019+0.445765317028237628j,0.273943594789691324-0.122156251866037679j,-0.162003304236701006-0.789695886322080653j,0.859340319636352933-1.279300412042315038j,-0.542630645969699454-0.595551084328840296j,-1.722125234282511518+0.935098216362455492j,-1.377760988711231648-0.0497943895089101307j,0.347182150122400390-1.334776768673222591j,-0.404868636938667203+1.15636901734309605j,0.267983142183423783-1.243566184632072468j,1.82304697295604167-0.657159176123575994j,-0.411517165591456846+0.460023986223168979j,-0.502722719157684849+1.09115559223491409j
0.732166009598459677+0.887091941442786247j,-0.978355608301866297-0.677663051704933128j,0.213238851691268882+1.63106979937419804j,-1.530222357494113172-1.517214994250417614j,0.0566097707388975024-0.582108893117740500j,-0.486381953284246826+0.859515229327758145j,-0.865004821616123908-0.513963474607519010j,1.13432505234034608-0.0652147812135890347j,-0.263966500640375301-0.316990327018137119j,-1.516584771465600445-1.279915963203113404j,0.968316270232012943-0.496037305798890937j,-1.258264373965780613-0.620170637580912842j,0.298722253363293610+1.74597853860267493j,0.980289141517622031-2.028926965587408037j,-0.599912689804007914+0.286528511979878608j,1.29117574670815171+1.13565522503606142j,-0.591473460772212078-2.758620030306244697j,0.727265376201780444-0.332324345245758101j,-0.738425302130303329+1.54646074606532679j,-0.182989096501207981+0.864029721053300114j,2.32178122445445245+1.66341744008962444j,-1.424975402548872560-0.831824481253546910j,0.303186864951102919+0.937856323270134684j,-0.0522850060110118253-1.068340478194724996j,0.902281027993617978-0.543848956575227582j
1.80076966293086493-1.749285506749558294j,-0.723742737403111568+1.37679763325853543j,-0.323572747497071322+0.0325680941817116931j,0.334271758426127441-0.731636185768465008j,2.01597980466970616-0.131990535676540510j,0.814225674027861501-2.018035050447296363j,0.265901407915629217-0.742170237785426234j,0.137736997399137806+1.09806182530488039j,0.418380004615660050+0.399433008374435072j,-1.685329541883469950-0.128001180421609461j,-1.373764874365297927-2.255986001157580744j,-0.234478042894339600+0.360215552859455723j,-0.771190657279922309+0.373765363716543674j,-0.492312646181404023+0.578398680937072029j,0.0595368330801577805-1.314973902317127407j,-1.066156588319367548-0.260577201989719675j,2.03060306822674219-0.847212750622464039j,1.33515506492202695+0.0378983442471829690j,2.18144306777737284-0.376225631695032536j,-1.033661312824679212-0.320014123917844894j,0.943571554400615131+0.659796711561602133j,-1.023598696107924421-0.264412161635405151j,0.509911086971668758-0.378461263063050612j,0.591505588159463968+0.829895666007403498j,-0.672025543460937235+0.0177872546538302422j
0.775671111771421450+0.0329014267749982991j,-0.820530849530926253-0.810676204504371167j,-1.526238372476688143+0.0729843973642529952j,1.94954757209822027+1.27254034275505190j,-0.235597235240638802-0.382815915489246094j,-0.298822882771467845-0.923585873828802750j,-0.126517241013738956+0.777093369196875549j,-0.840936310485210114+0.931560677091157085j,1.46360785579619667+0.495677726157623954j,0.253262591188898156-0.601712001555376740j,-1.162413956506729961-0.505436371062925937j,-0.737123717393501243+0.290719097083312671j,-0.243379272374902588-1.269222082981781962j,-0.246390876733368902+0.791988612301193217j,2.06419521154598451+2.38887386652244027j,0.668194033002726506+0.0676113705557512822j,0.737636328895880044+0.664305365720524676j,-0.191857782801573562+0.0599390014356120381j,-0.361762302587004480+1.29175763985860103j,-0.322082413536034506-1.320510958487852493j,1.95477083742527302+1.93627082537069217j,1.47436394836797490+0.812181839427012164j,-1.500994291428715321+1.83461224957176716j,-0.281471044255905800-2.123700467675875280j,0.263682128625418954+0.433543096227178903j
-0.682273104072544711+1.73903003025483848j,2.20457538696483279-0.855743406571116249j,0.0329676914678529442-0.199374960710702042j,0.127707845463958635+1.41678227457520566j,1.07392837679196162+0.687061551883644483j,1.21454321976573265+2.40207341780901995j,1.26394281836000610+1.45425648922650530j,1.04255785309589743+1.38330690254183830j,0.301256341767931257+0.622732647136350792j,-0.444249653780603548+0.566995042932486148j,1.61599109990487321+0.104594778527594911j,-0.489820847015190352+1.29387088258705684j,2.03418382046211165+1.74019149761590075j,-1.610692313797530861+0.724843911946682073j,0.417815824880718000-1.128205144264472936j,0.790299060520243124+0.253543037246518165j,-1.252905095693157999-0.764390511877490297j,0.774825126046986945+1.04016982520127832j,1.34469524118399230+0.597965929032906018j,1.33234823320508333+0.185157385067256541j,-0.658317454416876834-1.818178965498324695j,0.426270052433455504-0.845461094223053155j,0.842732306888346105-1.685591965110653234j,0.308925791492751233-0.312053517217073528j,-1.032146627424500584-0.344312274261264761j
0.968523270178503370+1.16964913127238578j,-0.176690090227154872+0.268100880734754909j,0.433552006499444253-1.616616663715063406j,-0.677914294827699936+0.198349111617583062j,0.624516762832141303-1.224844437610253855j,0.315842685218258978+1.17680455419625862j,-0.230060662636160984-1.162164675902573662j,-0.216258042532428085+1.28063253578903624j,-0.396596013718599760-0.536820096052356809j,0.711970748155147825-1.194169036347590084j,0.645172576378350015-0.473778406009086605j,-2.097800303645848352-0.881226806396646189j,0.460248698937343991-0.492522990733597565j,2.29720655134154005+1.41065504040964451j,-0.997365921601214289-0.0411008587633800992j,0.0923230088876336729+0.669831682914546977j,0.0221453178906596548-0.603847645956108625j,-1.115293024945960720-1.405793091511545300j,0.639871073602249040+0.0808587705506913501j,0.348778068269211871-0.300283237652286594j,0.145929968638365270-1.108348556426179909j,2.07136117950155140-0.862359085448154871j,0.302208387950432033-0.294127766711099081j,0.492189402849357637+0.114254399534137629j,-0.581784343728304342-0.116777355282604189j
-0.164635625979919986-0.583467316159384186j,0.835896118404205967-1.299034093235571285j,2.05499359069753850+0.845435730461798762j,0.503501538188328989+1.08974180725778535j,-0.709332605494779055-0.0823444612309627288j,-0.985166055301628151+0.604059863996264212j,0.869303875235983181-0.300328724025251680j,1.65531282800287216-0.469794116502316505j,-0.0277833572409998397+0.186306428872095697j,-0.368637640220122353-1.116483269213269124j,-1.139647291382545724-0.827446123414330436j,1.26887379905873931-0.363072389672117301j,-0.883560096060589827-0.506612569122607991j,-1.179975451877005587+2.73212685349977846j,-0.0234308359174175695+2.69208169270442976j,-0.584014723263871715+0.225312909181970999j,-0.428405683215002275+0.150900144049202600j,0.157011751246635800-1.283761850613987176j,0.455435037509566598-1.263894189838252302j,0.186324200051628086+0.865811774783764365j,0.577439914564421119+0.100952931974985116j,0.624338391268977943+0.493882455840856771j,0.737490690135799376+1.41254732993735454j,1.32484028749700244+0.451417106841899284j,-0.561354145854148001-0.521214521165581645j
-0.392451668325064007-0.423875757041127343j,0.813481326368318491+1.42548337493375587j,-0.384713976618298758-0.0323126320902384911j,1.76445894082030996+0.434739913651255083j,1.21714117864938820-1.943681123328952153j,0.542231993531697487-0.509485351995684787j,-1.446973342445088572-0.105550940547672666j,0.456523629745702264+1.06735096393378459j,0.508594955435685669-0.513350349215223378j,-0.228500379587005753-0.273520553793869858j,-0.977659119865934567-0.159172109574839959j,-0.832246140469780737-0.547004571167595265j,0.326178328594661337+0.474157165884851128j,0.621685725417076007-2.564850983415933427j,1.34989056910421023-0.737538643090053014j,-0.0303371854027104093+0.531215420995514886j,0.794892883975042874-1.026835608426959645j,0.504607386660869572-2.230792321153167279j,1.69292082134646970+0.414566566756136900j,2.49077598594607962+1.27414678563479522j,1.00416300016429938+0.323211301136318240j,2.04225005937009163-0.144249304785018184j,-1.506648749609078130-0.888519121051657201j,-0.875301877236458469+0.455915307868761221j,0.552452059482170909+0.0413369647057892919j
1.26268213560576692+0.199976280330670386j,-1.083398492582548167-0.626567850940985993j,0.396946349526026143-0.0438593216948794939j,-2.145584902473196997+0.362535523383643365j,1.04313550501434426+0.0997202889869099884j,-0.346378257392595312+0.330643818296826763j,0.524765878702674104-0.920770364334694946j,0.937696913123824860-1.506758719251718670j,-0.0384167145311016811+0.464783920871448152j,-2.208198448584753670-0.553532972248614196j,-1.564620328132400928+0.300199263969870289j,0.297127962685808988-0.0652586242868504751j,-0.381474812250115036+1.30674818627238420j,0.597486649767046795+0.916811916951421945j,1.02401089949576884+0.645265846921255992j,0.161898661681319833-0.631340838731980547j,-0.673777434680860487+2.19862964568912078j,-0.839782223671802441+0.384343417972218492j,-1.578566282604882298-0.509812086976147105j,0.910918762436014883+0.660843784612237694j,-0.601276388046733778+0.744108214563340197j,0.476910321757835875+0.212553234216005026j,0.325604729958967720+1.19960818205340924j,-2.437623730651772291+3.30231008144781945j,0.836100824402626674+1.04455266410990321j
1.39419560856494761-1.785749526130364417j,1.49032942004409019+0.418339303060432321j,0.0424399592948108139-0.505861864424431928j,0.0279612229350392205-1.526955628121621888j,0.636400653671690186+0.688926216053972417j,1.04220413024879965-0.631779292650231028j,0.501592237332525447-1.050405336676376588j,-0.0595958882042215698+1.12515732582583138j,0.336239286537957760-0.366844386730181160j,0.340834627845761239+0.319022404084400523j,0.940637823829437724-0.471681267906867596j,-1.142514176719684249-0.577662172931813433j,-0.308807412743863307+0.881154680387271849j,2.05762076513557801+0.512033947313736081j,0.750852346834467443+0.210836239103755485j,-1.020741796010663948-0.148956604466533804j,0.569521837048568624-0.738815050065588341j,-0.0451857535358486384+1.89124493960277395j,-0.675624792244652550+0.102004233749466433j,1.18756382723475484-0.127909215245548324j,1.29081909771163427-0.873537648347848971j,0.746372850817481392+0.745383838286472144j,0.913605783895878875-0.666594765740000649j,-0.689415693096972592-0.684351819180839759j,1.74359817299852526-1.416968431166936159j
-0.763009660984474979+1.23695411725952642j,-0.0389318538853942186-0.505548332030454794j,0.0615113080611715545-1.542758790838762550j,0.864671762862732506-0.309301532690971825j,0.356527721500533356+0.376746454752722170j,1.62401981793422733+1.07197951903486044j,1.74900877761351725+0.164496602016597215j,1.01889306474752672+1.92765694050959357j,0.0695612514328511899-1.350936891431749886j,0.646552624774431539-0.0429709780274598607j,0.833691770945432342+0.417088300789988153j,0.278706830316258091-1.125925113312409298j,0.799156292307423576+1.06221802778939755j,0.164590178663574615-0.541406038871799388j,-0.485444086472029301-2.092603735895818495j,-0.531545343364765443+0.590925072891928415j,-0.494227515483645962+0.251052422259562035j,0.0464828540907857856+0.506067600074391776j,-1.271297954516636519-1.349456271379725125j,-0.502250841338365727-2.991842029316697182j,1.60332615547009238-0.911721599430416862j,1.38414854866109493-0.569929475637156235j,-0.919439962979134328+0.492063217249404161j,0.705709987177191244-0.460255152985411086j,-0.214917395388677157+0.424098617637584052j
0.923215973345674623+1.41834255781220708j,0.730246232779946158+0.239170094566846014j,0.897619615822245808-0.213656028013951004j,1.20132457982404017+0.766502940326977189j,-0.444195367748201286+0.631668794970923652j,0.00430745508807217625-0.473408608878867376j,0.242587615321898653+0.969013534222534556j,2.62868122915889301-1.551693418421150827j,1.72347146832351949-1.042357810090155378j,-0.427171439411910380-0.769142378297216877j,0.169418013688275692+1.22396919458982966j,0.172364803598044513+0.934751818657218347j,-0.0870180840571186386+1.21946761508228029j,-1.397761124097599561+0.529201904702842895j,1.01835752630624831+1.77263414378925587j,-0.0386165418707360430-1.602545172160652731j,-0.817351935939726548+0.342908699134007788j,-1.339203915015017232+1.21106746652839114j,0.904264547798073969+0.331629230262934671j,-1.885451481334572854-0.964754807516936541j,0.502810636439684266-0.871262794701635367j,-0.573315772560419656-1.012801409274395325j,-1.099517587786072114-0.371741777262501571j,1.18398369086842114-0.509060751415718382j,0.0747942567605093255+0.204322358021214345j
0.436569038946580612-0.237886093131904896j,1.87208273772372457-0.962633432852646020j,-0.468932760171143492-0.914372304536234636j,-0.666335231456205434+0.481315365404817008j,0.0902013306818476578+0.950832814156297612j,-0.295267831959376003-1.372675935587591045j,-1.109180136248614223+1.78250939954618736j,0.914811998369825740+1.18761587792418787j,-0.773490205508040151-1.125957413189640154j,1.09121235634808355-0.204543448233137192j,1.68086102133299797-1.575097133230639379j,0.483774746824450430+0.0159127533591441050j,0.119916113493986120-0.293391859702758939j,-0.741288081965379763-0.533452901669761558j,-1.103783547329530545+1.06633155310442218j,-1.719769232075927023+0.976383200344586921j,-0.268021942950819713-0.776584675074414532j,-1.128244562494003844-0.887198545953515882j,0.375561522749705556+1.60946697266991178j,0.407663389878059723+0.264857771237759553j,-0.302540107032243155+1.43856879196984421j,0.499100956764961356+0.468374092009991915j,0.412530263916154549+2.16416215817990709j,-1.615588644670803208+1.40587121728413855j,-0.453487747137649443+1.77535858621847797j
-1.164849691098659878-0.140625841459152578j,-0.451710934469211677-1.152614274514938141j,-1.063976363727613616-0.561977381908097317j,-1.586483050068401290+0.433212161556939534j,-0.350866757454857847+0.383839116967431781j,-1.213933550468709654+0.359504505935984930j,1.60734567323249888+0.275033329789446501j,-0.152267772246652111+1.73365784912531095j,-0.372143250890393684-0.845806520042248433j,-0.00106456926581111055+0.321621082880434672j,-0.895144454909790887-0.790382979578082789j,-1.728197110963503924+0.116675003503739826j,-0.0383269191988708235-0.129333734509242292j,0.800481172407101926+0.0110086863561225101j,0.362577613096924711-0.373124007988374195j,-0.566486469769394762+0.219477293227712699j,0.822680205538780295-0.324492479014146850j,0.119109692600393834-0.772845627269449497j,0.998549191388663270-0.298988456099304189j,-0.497262067751622682-0.336513374275662080j,-0.847153146461714356-0.156557682222377536j,-0.307544137882652945-0.391123921838972599j,1.05249281053889309-0.135170931096610491j,0.0810610228714367941-1.086768386594630930j,-1.313107585132118337-0.184209009938765932j
0.863209684553004397+0.0101420787354702390j,0.223428927357985473+0.590660991708830573j,1.90366493389547053-0.544756219164726829j,-0.762918509264408850-1.139364354807763213j,-1.516054674919995015+0.764928283537777975j,0.465927873514944135+0.463002713562559398j,-0.368239093685362561-0.310761562276042901j,0.335859170490330871-1.373629044628919659j,0.0259542011971301000-0.289076296767496021j,-0.128925659401417203+0.172015469344942717j,-0.772926569765934434+0.523799376028646790j,0.103239134780746644-0.799453356090432887j,-1.238382677326038017+1.07512646005103551j,0.0258115936042653260-0.752977739189228056j,0.938135769252768536-0.139588888206081007j,1.44748468864758028+0.420472031997887185j,0.676681084693524947+1.78970390611236185j,-1.432758870855091570+0.121017574213507117j,-0.324453479879791173+1.22899883177733504j,1.25154744618644020+0.803302160819123756j,0.939078556891508764-0.685220694554793841j,0.324110752016181447+0.859267721568416575j,-0.406949621317101772-0.736877805147401865j,-0.200755756378286909-0.100107553810165228j,-1.167095834483925731+1.24960874089075479j
0.367422624598684244-1.149913432422392522j,0.500082006379809040+0.774169307077964941j,-0.980815309515183031-0.507111880876484288j,-0.794451621712192856-0.650344110457514279j,-0.244407675875666363-2.424193417514584947j,0.467206907368931112+0.140745967143868222j,-0.611788403151492410+0.749383396403968227j,-0.175056641865436957+0.404493034436424814j,-1.542154346133627562-0.464243722362778443j,1.02096328874206543-1.076043161779487666j,0.0334392556013201058+0.279741643379235682j,-0.426969868732821833+1.25585374783146019j,1.31729891755171824+2.03559850393095542j,-0.403112622566789147+0.193176437694638547j,1.09419627306896405+2.30451244827255630j,-0.0816874596958225840-1.086264641735394054j,1.04748292827795141-0.110078113319651949j,-0.193137147493028571+1.60795844804625098j,0.110295818741073858-1.222436838274416626j,1.79849719191546397+0.436313925351331732j,0.486439135126128796-0.413133475983677500j,0.911954874502347134+0.220568519705762078j,-0.907342702744338591-0.731204334648726472j,-0.581516463708673381-2.067710714987830655j,-0.930469305711568939+0.341535244774021418j
-0.863312230493363585+1.32213415083541074j,-0.742864697307115573+0.608119008620620959j,-0.0806757350719726762-0.423378831235320829j,-0.758518745733598898+0.364357376170784785j,-0.373498017316374164+0.268697401531066581j,-0.908922680646299774+0.672191521216310539j,-0.299078392061249476+0.326269459145743567j,0.458974212565981254-1.208889749986896244j,-0.259405402510176852+0.688038079033757909j,0.0982831208990031512-0.0914569832657341486j,2.49333547934404187-1.838455178397312206j,0.809716842118823443+0.275785934385749831j,-0.330827300533775403+0.574088693142377870j,0.512097109788227644+0.190703626354133293j,2.01253307823682003+0.572818840854028898j,-0.497250661918212877-1.021562534306577951j,-0.620548717557182438+1.87911966056309354j,-1.648575255241661263+0.533635822291969486j,0.180946853990612943+0.525359106089695160j,0.562297007439303664-2.701953014193397173j,0.0502273509706063769+0.336310664502641909j,-1.348938143653674259-0.934445639529312366j,0.986411252064692600-1.362876478044548589j,1.33492557353744323+0.475164237147641221j,0.726672735102874778+0.690033709468719447j
0.784694668264823480+0.828641132365559585j,-0.647894639636763525+0.803741207468922524j,-0.336444979213249784-0.489883470647082264j,0.529062072017700835+0.126589591394785649j,0.596287315212855606+0.815420647771376572j,0.688766143895802596+0.651801024001565032j,0.419655379220238433-0.177559702462035229j,-1.041362637504230193+1.07755527282199481j,0.389673323560588702-0.798831748123788543j,-1.143403324386701891+0.971828551056654443j,0.635703152527455683-0.299492360566210091j,-0.282723948503011079-0.905532348887180038j,-1.000395215434208839+1.20818076310798239j,0.496476837061589959+0.760880415874650939j,0.556633253254581461-0.305570291443955976j,-1.123829378991153316-1.018760940802600156j,0.553110857504558683-0.306412129218240236j,-1.031355020899873631-0.278419376119280137j,-1.973508664755258878-0.916249650852350328j,0.102867874406443959+0.187275623855979400j,0.369870605159420051+1.54249340301004500j,1.69777002712267344+0.618546240020549920j,0.813625868190144263-1.788209687747314369j,1.33405832668743173+0.839139914930949970j,-0.432471596524160395-0.0432137465895947592j
0.793537328093292693+0.186208472285942949j,1.14675662409249734+0.873917722740675584j,1.11469060915927875+0.240004462368045068j,-1.244808886678933301-0.841984823727180309j,-0.378920607831447542-1.698930498384986886j,-0.197903428886011756+1.37529282174068368j,-0.977656381369203852+0.751835811637929118j,-0.457333502206208386-0.865771718092387843j,-1.897928728872881443-0.626709844465968224j,-1.941814259423408239-2.829367018211954132j,0.374450343542137353+0.186981611687994320j,1.22333244000713570+2.20469236984306338j,-2.185197935933226975+0.961858367640620937j,0.354091798829456294+0.452351202932114615j,0.256919071468578508+0.825538529112284091j,0.0931054876604755499+0.305776818542547346j,1.45472623810718615-0.246400056374553866j,0.292625592031129588-0.736235137890719038j,-0.745166773134459115-0.857874513194625709j,-1.422227985174104869+0.564609622454184112j,-0.451052055386559569-0.533479961404499380j,0.146011135299135119+0.208212566790332065j,2.08742978259950140+2.10894121060273542j,0.670883419615423637+0.645651055071728929j,0.780888962268621700+1.42010611747811865j
0.830351930738896015+0.0252861061419196175j,-0.0594427344548695835-0.415430870052253098j,0.994877673618488334+0.483159643843683372j,-1.906670475031318812-1.649419792555589125j,-0.848662048176058947-0.595643696202764250j,-0.387979529787908672-0.0809487920492424350j,1.69046978218943677+0.141637838771514701j,-1.943811331939514275-0.533845555529195436j,0.554448163797765403+1.39413952897389736j,0.209271704213735532-0.500283954069410174j,1.76755138246175436-0.795595175993901726j,-1.431095475630421942-0.124389662208559459j,0.158733129730592947-0.0633500592712122334j,0.629866865714395762-0.651912664806000741j,1.00500951569175911+2.92979018848094474j,-0.508161845156076541-0.387036366180006474j,0.686578983727474057-0.413144808317213951j,0.547305290622117635+0.00960010271276390270j,0.115745389293112399+0.638495882716455298j,-0.0747038590577910888-1.397526682259633279j,0.561297041694746257+0.294811998872931635j,0.671373267977590337-0.868991768792595209j,-1.299388646822438486+0.732506277759719548j,-0.739786198369347225+1.71203591419526302j,0.801390555389303482-0.933770198836701315j
0.948856629854520239+0.446989028629575013j,0.427433615920174592+1.19316719771326496j,-0.267602844045611520+1.06693594515768985j,0.101093293884724211-0.0173445681455976496j,-1.385581252525748929-1.075730392912907174j,0.893019076026201563+1.59103419456533745j,0.887358204921831816+0.705433997512287191j,0.567297136979293847-0.350818950191480016j,0.237323032306717918+0.859913514136899426j,0.572023287239471711-1.010818135421509555j,-0.585933905265462406+0.543383411684810857j,1.79987017387978665+0.392979944312614071j,1.30325903174328861-0.293114794268583889j,-1.646468753168129905-1.349358321957036865j,-0.322708395510081513-1.375854697985410490j,-0.270445572215631369+0.372082610016993164j,-0.831403928597833630-0.543464464675890379j,-0.296151266513793087+0.00500302500780858139j,0.882630564283388485-0.411813593721712667j,-0.897861903897279933-0.441181611780167237j,0.112917804437693503+0.0839396212877998593j,0.121658748640207869-1.349018592232176461j,-0.115642622499552982-0.317046325630014946j,0.150638492348828645-1.284294902423892992j,-0.713941105285512023+0.616295290006025453j
1.73717666634359502-0.534554745274202547j,-1.259954045571429981-1.098814884386614343j,1.95906786819542810-0.688089097641765512j,-1.421339211898777321-1.399088698403228914j,-0.882198901840907989+0.754227065828599663j,0.694093780553993067+0.0744889645518536092j,-1.015181807470719066+1.92517075251765490j,1.17174620209188895-1.921772086224808884j,-1.077389187459560915+2.44510779967817271j,2.21705601682755837+0.331730500421061558j,1.28932774467061528-0.343978835823059103j,1.93307102091911819+0.428425538694916507j,1.11039386754086555+0.0476400565937278308j,-0.834351572964768806+1.39387411140214267j,-0.197752692249726358-0.284473480343460316j,-0.225801553531958187-1.868168607381656798j,-0.0362072305368288382+0.0566671502318882858j,0.714160361189219772-1.083160553625154731j,0.951930493325519488-1.221373561976240029j,0.773324957138647128-0.617915644088215865j,0.697174837630600841+0.787591601368685445j,-0.110524670284713355-1.466875555778117901j,-0.866433083335182985+0.746070602460997989j,0.937733887640823216+0.200225235903235043j,-0.0881511750874395261+0.555666887216723637j
1.21959315065169526+0.348042521133597126j,0.414509925168630388+0.0622759080927108854j,-1.102468959386395885+0.314111173944289001j,1.35800842029541857+1.18386040051846852j,0.699308867498336095+0.744082637246240130j,-1.087066653293157880+1.25243392361041938j,1.57383003494495477-2.373841756852372864j,-0.639237647192408608-0.525656679496550705j,0.700738809333551371-0.115984944097985209j,0.551904494847724969+0.603790396974504428j,-0.428932058026544993-0.457241942502088605j,-0.899715952784426509-0.00137068468584855551j,-0.464483175650738322+0.514341410817365840j,1.88116873200038115+0.108266469498547124j,0.706745188977217164-1.307720465658343433j,-0.445000499871114618-0.148329457923928931j,0.854217333167443637-2.123478833739481430j,0.803149415053824089-0.752362222116577328j,1.23585204875442755+2.38948971188359049j,-0.228691639431766180+1.26369499806970475j,0.103584076939712499+0.0318916797158426135j,-2.072718178524545429-0.516471935855279173j,0.739052832206628540-1.101736524423409857j,1.58622355447715923-0.127146150827140813j,0.972628517334621189+1.02440739023978988j
-0.390419670159321885+0.726134681115542690j,-1.409294359828086040+0.379145460584727977j,-0.294555741982336805-2.031657676448289429j,-0.656025376915610358+1.56730853075072929j,1.29129317903887841+2.05178200328730131j,-0.367432651622786377+0.470607648817592316j,0.649500845096802725-1.986346527089281721j,-0.592697399379350509+0.253944509590572131j,-0.106757394072777733-0.562779815334910615j,-1.160678790722832420-0.453934553817119168j,-0.387003436863378791-0.437300861697929921j,0.447351120249667832-0.531289123073023450j,-0.376960695792923683+0.0248659441501808409j,-0.114655949517625366-1.608864606485479020j,0.665711712830461710-0.557885428873846400j,-0.797085310803890223+0.0730576241434985895j,-0.380628444884633820-0.684974510819170046j,-0.558454302977231975+1.82473735143555315j,1.19117550304393127+0.258003629530849210j,-1.571463834761839262+1.61390159939492217j,-1.108137280303830518+1.05359882328468756j,0.0721910858450320880-0.640389403064316464j,1.07894338268609391-0.399711660914841893j,0.542548513559911960+0.995309266861513552j,-0.513320237692548975+0.0895246139772178928j
1.00415454355680600+1.89492176960609382j,0.254113659393913060+1.28024895201491584j,-0.0750446735782555052+0.364351995399977202j,-0.383806985731273808-2.312531173976466014j,-1.732947651436807179-0.129281667056002413j,-0.0709454068124124592+1.01763316593078312j,-1.605090850976065519-0.576786202303961825j,0.264939934723027459+2.06017972716036990j,1.05352158776919524-1.321773689629573755j,-1.051383887878928558-0.269838151492292954j,1.18963874788922319-0.741957796768478061j,0.363992367079825296-0.893086327395927526j,-0.240099479746788802-1.200995047630838197j,1.35778105561147777+0.476136929669355168j,0.881720586984010790-1.859676973970050495j,2.07193288043393586+0.303389732717244786j,0.309768719261243496-0.358930175440563381j,-0.477561615217821477-2.196481603084599054j,0.802704471879793324+0.703231624542372202j,-0.0214774547263924531-0.617660157748665561j,-0.373092330392846227+0.989309026154549631j,0.0638065731262573709-0.207332363642404926j,0.794476473951010175+0.119380819172368646j,2.68685984259929311+1.46131220982016274j,0.938285524417983740-1.386708395960839501j
0.0306124476431883785+2.50244866974966484j,2.01416096080266404-0.620900940581888605j,0.244543115508816910-0.197029136381244196j,-0.186255865224350891-0.919737995329600543j,1.59401067969871768-0.153232746904934824j,0.435196286152119693-0.406501558604630552j,-1.815017499124129241+0.637885380768527188j,-0.711938679141554509-0.561545611699753921j,-1.143326303460348691+0.430366074427867228j,0.934668659190787121+1.14392613630449835j,0.341374450945947316+0.877155056838371915j,1.03451507395775510-0.687896979490931759j,2.00255592429729434-1.977598831980717175j,0.900207327805442769-2.355940017596161339j,-0.459901199877387867+0.243487924507835185j,-1.268975803099080090+1.39497411138043103j,0.949888019312997489+0.399645260153376646j,1.30784740493029194+0.448481531404389066j,-0.536263625408713862+0.0345236464220346483j,-2.030655175496374198+0.0222347513260083839j,-0.636843658353912989-1.511119845996231170j,1.23168124709879678-0.745199440473831575j,-0.531403405327955269-0.292897168498608417j,-1.221022247984451913+2.06395097295612695j,0.675162734644871864+0.426523867291887626j
