c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
0.74403738847150225+0.69261277414489664j,0.75315547269685745+0.42404415181081329j,0.58825178630715202+0.49710243859035202j,0.22593087246833518+0.28364133327711005j,0.55120069992358667+0.42189322591802214j,0.47342343779326890+0.62154915595039517j,0.29067587373193726+0.58682249573986489j,0.66781710682644102+0.36303360008534719j,0.46425368425509017+0.54625695218883386j,0.016330115677816684+0.45358263354493394j,0.39427288971524405+0.33650843268410086j,0.26073736379047613+0.20107538350457638j,0.58384809625664991+0.49077264532245357j,0.32891338828841066+0.97294101663864319j,0.99307516934880291+0.52107590823036154j,0.50826624976593493+0.17622074623534581j,0.72224353178902390+0.50133339111382891j,0.94286880602307821+0.24478880772695299j,0.44089062580638627+0.87208082206866988j,0.12909060342828776+0.11751207196550705j
0.90839660270777867+0.41681726809100528j,0.46280218257484190+0.41440829645130012j,0.018034834662899780+0.76866261257618607j,0.81620400276842375+0.82739929451091987j,0.033367951324337959+0.45340021585068496j,0.78484958350295719+0.096572647899703434j,0.21108668248279350+0.21942384198821410j,0.15834653585192507+0.59626619409891957j,0.78546968790000304+0.038960561767056388j,0.23466877171157141+0.62824831735394160j,0.15221752037223829+0.59449453769812044j,0.92113763247462677+0.48539061623541652j,0.34925785087371053+0.81161757464869433j,0.97587884075459896+0.43972564739020453j,0.94448144421024183+0.30629372365538271j,0.077034021517211337+0.40637371574610665j,0.62037803359894561+0.95899266121646953j,0.84096665237199597+0.43461264108404174j,0.92545760779822839+0.20816800170311670j,0.67891644393461514+0.72328883944058242j
0.91934686952479183+0.10811777747702347j,0.15356184404937367+0.39324759106433183j,0.14517760199499108+0.69112256017765716j,0.055207650499721081+0.035045852409162234j,0.31737064755358907+0.46323808300086999j,0.81361388189586648+0.58855662403037334j,0.50772140834309043+0.77006938888500198j,0.25058383601700185+0.18470779280185773j,0.51028729573563580+0.89130690077370156j,0.67699305738527649+0.49815547202863403j,0.54415341338749867+0.17622618050278377j,0.71203803993911963+0.034582558991162742j,0.63973939296689142+0.86200010044034792j,0.74361559152944112+0.54579979106456966j,0.56662793278851165+0.74789842803560347j,0.80819599642262618+0.64078988901671852j,0.66186016297811223+0.75634301281029026j,0.91645726137741623+0.65545245060392443j,0.83579350870216484+0.83136777517677163j,0.14300971625178366+0.89269327599505177j
0.80665631665186188+0.47938125196257808j,0.26321233174439851+0.012374239532188655j,0.47970301461161774+0.89547524699726710j,0.59722802311385959+0.84622901348837765j,0.86714163502074559+0.024518015367924795j,0.66861722377709165+0.76539070720700864j,0.53855267110139815+0.13913805681594379j,0.16992345193563618+0.72392970208731555j,0.50549021920499693+0.90365969054916395j,0.43978717940948359+0.61104654843870265j,0.48241934599617603+0.0066638838343462429j,0.50105320177484303+0.59917745316870552j,0.45890742680389868+0.58187966349523923j,0.46120174611087256+0.73877361500438032j,0.99953958436886792+0.39780612933147663j,0.55918112142495480+0.30606524414175396j,0.37863929112643846+0.046331078716619636j,0.46920691564799555+0.28471791753592984j,0.65438286244056210+0.67949216428996573j,0.74800152172340362+0.93715780724697262j
0.60056762911763317+0.32624471314754300j,0.85178988026554514+0.28133579572361961j,0.95804093146392844+0.80724868020794094j,0.75302442163558336+0.018406245654696042j,0.30170177186124458+0.59608361854548797j,0.37051842757224324+0.26476450846762495j,0.69747773478068620+0.82088385558460097j,0.15136371826097156+0.52671640914440743j,0.047455274981306014+0.67332722071223461j,0.84778801354671707+0.32071364264034585j,0.10551723882973420+0.65540292659273647j,0.62821110263370961+0.78663106675429140j,0.34741505679221746+0.52174486422366984j,0.74843578441861947+0.83176929210330652j,0.36821407792074373+0.73401751946261429j,0.90454778814993708+0.97469660027381355j,0.58041176867438382+0.35496551691185096j,0.87823236205137656+0.96780552773897799j,0.78783872256348286+0.49175254898097576j,0.54267313942649142+0.52655186353107264j
0.038928281194019941+0.46231315671308726j,0.35208045175617414+0.77091599420078849j,0.36701752347708116+0.13849736832653903j,0.11397925470407873+0.61322385031917348j,0.91187160439280901+0.85073404959979959j,0.86746513458645558+0.47378562030930804j,0.68779898316734966+0.41996471150638476j,0.010597538622464396+0.53543011588582656j,0.82324786017465612+0.31639801286804942j,0.12492389633251851+0.87417384577206014j,0.73282527611132031+0.90180562792973340j,0.14167406644779026+0.99691564530964272j,0.020336073696876959+0.22177414821963834j,0.92659894086462724+0.30680003346782247j,0.38565737324807564+0.37895155428484106j,0.10053603795616087+0.99709079635921560j,0.30539630165262349+0.42324415826040862j,0.83839952352640956+0.46550958769783052j,0.47485338727130361+0.66564886950894775j,0.40277977904131612+0.44947088891874237j
0.14281473734381239+0.21055710264358335j,0.13410592563403914+0.32816358045390942j,0.90452206455374673+0.12549586438906749j,0.95371569696153990+0.93528915313052663j,0.26319958612879912+0.40728201419998400j,0.95078431107879724+0.026340978797051631j,0.013298696899036495+0.57663191762459953j,0.40417950244399531+0.17846000854349692j,0.41514123896463007+0.29330734439712158j,0.21762067009590380+0.75214842191553333j,0.19988130544773774+0.12873531037126706j,0.40384498300348493+0.17353776597916584j,0.32023540428839997+0.44437529322313984j,0.78751602859183167+0.22376654624014883j,0.59831861772438510+0.21108862848139018j,0.56111649689027099+0.31483666354842255j,0.62696121180974895+0.070735171908740568j,0.45819212493781403+0.33800681015969131j,0.049282650551304728+0.25705703061532531j,0.27267493641812746+0.48479394438093676j
0.063184221447752112+0.0062445567598507267j,0.31913943454942229+0.22595569640688282j,0.93820678011866854+0.56507114089608401j,0.68155590208817685+0.85370070932645192j,0.49831805813919416+0.51096494003758663j,0.93547399366054940+0.68221587873452660j,0.35011133121301496+0.72059297154210478j,0.24145576987589681+0.85936239689858629j,0.43729549933695960+0.10201675150144074j,0.82117798775440332+0.12714917157202915j,0.90690569024858059+0.52799095021524867j,0.94280060293993317+0.91385722098772404j,0.61285094781421490+0.77514393249863334j,0.86125947637811850+0.64517490884282835j,0.014185652698287934+0.70396299932005435j,0.79063308108775343+0.19174643014485285j,0.66400154188281302+0.053059819391967925j,0.19731887885001667+0.73676389112366714j,0.60067151442965316+0.19306947263465465j,0.21869517191736432+0.039137899096459733j
0.52072636096819236+0.95713310332796986j,0.11375991006828466+0.78123199306648039j,0.29997076396714600+0.56919101131206074j,0.33898608098449906+0.25634817955530909j,0.10694420621276697+0.74640322543879545j,0.52983249539311972+0.094687468394839394j,0.067415078976322623+0.47868024589857966j,0.82000945447981366+0.076871809332679703j,0.15475693864484277+0.89343161412593131j,0.54736514553708726+0.41267724199107092j,0.42015515440757678+0.93067549220631496j,0.98275656836773462+0.10002500494109699j,0.54909122720023240+0.14637704027912010j,0.33919473869332639+0.78670948085854875j,0.93233765114503742+0.12669513177549729j,0.73572282844057180+0.00057238202944978611j,0.45244792357928659+0.52958790120434451j,0.80416474787238990+0.99537987383421744j,0.72033027057911725+0.091823606661058113j,0.92202358011715124+0.66512482265737238j
0.10243774704039472+0.84165246763287860j,0.16662518873957000+0.17941594973688710j,0.91518312776021749+0.77859422014118418j,0.90339200188793067+0.34931087246696590j,0.72899551687977082+0.18879415795556392j,0.72856672430791358+0.028079281275504634j,0.99244846280576426+0.76331642124889998j,0.25802356374077584+0.60455174110219601j,0.59997436450692754+0.96616466116346045j,0.095643272683805680+0.84737415659558013j,0.27208466926924685+0.50799342486049925j,0.90372914579556018+0.42021450899459023j,0.67561676233421164+0.34330688006295046j,0.82052235479671354+0.64170614841627882j,0.064296129376241337+0.66571299246773197j,0.028532351565197931+0.89765816102779461j,0.60151259327706319+0.41965457548882679j,0.68731405791905331+0.33559998661558954j,0.13040316434775870+0.63441020246821667j,0.72442249794300140+0.81517688012217693j
0.62524231204092218+0.89535573967976212j,0.59286876506816710+0.26972464235806531j,0.48319053047857852+0.32865624825273626j,0.86319585394656462+0.59794772687626729j,0.31602926173363155+0.23432108942293170j,0.41835958676438922+0.53504188707031219j,0.33785924255756389+0.17756712394450083j,0.042070523172614296+0.32729684413421450j,0.75111185891763532+0.33108941658521024j,0.14238029397200996+0.30940145081799569j,0.29503940608275508+0.36391435979526443j,0.52538425086888441+0.63432290308058448j,0.075285004172113271+0.97602754689861893j,0.13393977348919966+0.083974419691518559j,0.040350346560487187+0.57204495399436850j,0.99151912623975491+0.65748468082686651j,0.029260355740380526+0.70442408410648072j,0.82709976486092263+0.52756079837803993j,0.28956522634860266+0.67696879643124752j,0.29336256624004658+0.14336039926187755j
0.59242430485601694+0.44763857035398325j,0.24427573837499914+0.64175122955294872j,0.41689173338738994+0.98891290605887427j,0.80670881065085787+0.94820532370239885j,0.64026904079265223+0.78759273232211302j,0.041755460924102927+0.34278698784154488j,0.0098318056369682012+0.58609633139250128j,0.45671512038483436+0.68622857766664869j,0.63273410302698430+0.35684888499423567j,0.85102785208139742+0.73748452248339602j,0.50178792963361918+0.17819052894888177j,0.31651250920424329+0.45411033211246893j,0.66503644153852703+0.83361036975722658j,0.14358108034561909+0.059805999548877449j,0.87891848325173705+0.98919200062813040j,0.23926278079735830+0.16648020136673766j,0.28482212322292816+0.54080958523266598j,0.39283498487946206+0.25494609012753544j,0.52291334115324162+0.27347674558196317j,0.060199092196730232+0.60713439509571576j
0.15188512900389511+0.95886389515522263j,0.56562454024240538+0.60648273655727036j,0.69789846908364761+0.0034858897776811459j,0.67690021616244478+0.91203678516816478j,0.15849158143242065+0.89853721781431684j,0.96616366185429836+0.40491457768610556j,0.49958804690511049+0.40738161403100726j,0.062493630364517827+0.72377394070885226j,0.84656794134446944+0.55580629838795070j,0.19743125922123725+0.27659113076992564j,0.35357681850624645+0.72709685508312172j,0.49577916839217168+0.028655825385705117j,0.83115860337786274+0.76903669227292548j,0.34520832232325616+0.68800127249215970j,0.077016178307298025+0.17983235571801170j,0.23778752666522690+0.65100003096042192j,0.46596127357646183+0.74023996057007158j,0.85126480243983893+0.75716443516266241j,0.18168208396200852+0.17414532872026423j,0.51105220543194341+0.51952861117195792j
0.71790437680756158+0.79478351564919358j,0.16645996000109980+0.82543909464139464j,0.32030594033468679+0.24902445085676259j,0.52352224918985224+0.95029365633379514j,0.068344229743471013+0.32511234871789263j,0.60175274971359460+0.54800083422105228j,0.54534020524188642+0.49611911278689391j,0.091357142555227838+0.78509300515656455j,0.0061351719878099823+0.86028923938264212j,0.85275281755439281+0.88517068058229242j,0.80353862759693517+0.73382924048951004j,0.39870652877262480+0.99092266672683060j,0.97380571708710950+0.57559194505462086j,0.32858835623134341+0.40435064228708056j,0.26810402878971828+0.25092214547487968j,0.24060936712277828+0.48569759320667633j,0.84412110911230120+0.18362556798764154j,0.79745870725437373+0.20449574123236217j,0.55174384028568124+0.86572548681249029j,0.72407907319568010+0.94692174181730671j
0.99743892335440232+0.16735923952680762j,0.84482277920932158+0.59793013791742700j,0.17485297697712773+0.51932009409284485j,0.32245343476931593+0.67700133311800215j,0.28976853221204318+0.34913201195943144j,0.21510231508114183+0.78052104140831402j,0.086279848280263471+0.51316862116536621j,0.41847111404409765+0.81337257248194195j,0.015793799116496397+0.88273534971871459j,0.37506740348447470+0.82972766343823068j,0.14007834806417069+0.31384029457179069j,0.87743781860089431+0.25603181298948030j,0.61925726832675987+0.30578613886228784j,0.38916895821660746+0.17844847737258290j,0.95790729831071397+0.92936907755041853j,0.49168425509387609+0.23232706298483505j,0.21919749147807518+0.98798379673558212j,0.22005559583414563+0.77665051306378574j,0.34547545964150345+0.56518097503128484j,0.26731773406360587+0.98827105621017308j
0.91856821443806136+0.34237151038906394j,0.040687207346042829+0.82942750793943865j,0.80275855736549662+0.62076159043457946j,0.18972804030723991+0.73417700380321693j,0.93226650927339183+0.22072156647282290j,0.13448538418452119+0.40671442056574114j,0.97870934390942099+0.80577390663827708j,0.47679416906437944+0.086665175560181745j,0.84483737256898217+0.25478085300716169j,0.70745370124166906+0.66928920377491952j,0.16769028606529982+0.64012320125963040j,0.0048219661274306012+0.15203420208902402j,0.65068072746873784+0.18177880228087184j,0.26513349522666352+0.94766838082662241j,0.60450550279718129+0.35670748926705448j,0.35109558880474584+0.30567617806721192j,0.14924930114587301+0.098291093648757100j,0.98633807331264578+0.19974321545016599j,0.76836132132946933+0.59188876036114157j,0.15865121385331848+0.41386606180044516j
0.88231334928266281+0.95896167983847602j,0.34851250360885694+0.46270643562546232j,0.040651671800479260+0.48110491591222387j,0.49325016323768617+0.75444715243205651j,0.97033486444431327+0.80825835312807770j,0.30840652492575032+0.35141556331437146j,0.38094070198943747+0.31115989827019630j,0.90666003202372170+0.93365382140528907j,0.88358170171475081+0.0068574792625781646j,0.95811725847421347+0.16746656980116745j,0.64936738051298282+0.40833791052397372j,0.17475373151435816+0.62543806813761271j,0.32528423501605103+0.067261817267748616j,0.62384235813589661+0.75521483746974627j,0.041839752605361304+0.36095674041720172j,0.45639761760541958+0.84936948222871977j,0.49650499513508867+0.62313320206772516j,0.68131465414154468+0.97011105458225844j,0.13705775404810369+0.69699562026403128j,0.30146730859983711+0.85764626502056085j
0.68296206465539178+0.94063632281221610j,0.16911613167024706+0.95685784720485700j,0.51788470243112994+0.56169554346432848j,0.79219617570595424+0.24915888681006818j,0.79208493154831960+0.84743840807688475j,0.74976190213568439+0.73078300576496513j,0.35072766189083909+0.66235215417106186j,0.52298210861788919+0.49683059669593282j,0.49532086593204711+0.53439906119551417j,0.78968505660222210+0.43005349885418337j,0.91719179831505704+0.40189072730052755j,0.89873827313666665+0.53569216864827651j,0.22565138115564659+0.80101015096803163j,0.0021006707933531182+0.30760580727201525j,0.96932842274797693+0.073729029049615910j,0.21656110529214750+0.98829425638774759j,0.029466872338524099+0.32260242170710324j,0.14353742692651258+0.76472038962004230j,0.85318098194914860+0.83110655687938151j,0.15960659532181914+0.025293360534094058j
0.55466919957980498+0.99394893389458538j,0.70356769431533805+0.81801836263926575j,0.22172418695248428+0.14032341303652596j,0.20149152685272456+0.18776737524207032j,0.50068317286580222+0.95733228110393498j,0.33181425659182034+0.010727403178731550j,0.10493013165847433+0.96816014372446013j,0.70342988883682411+0.30699776024315895j,0.95898985979805418+0.51374495433099521j,0.93083966901589554+0.42818084610410506j,0.48317493222182017+0.63791501951533081j,0.51880257208748548+0.73428670522494555j,0.86100533426993042+0.95532262241580468j,0.88010993358182743+0.95902745775754084j,0.15620897630125391+0.51534064291229120j,0.83126775857887969+0.70960032535531770j,0.074101871484266016+0.14637844797324737j,0.71227124218971116+0.093209097125927384j,0.64121106895754953+0.24246545723153409j,0.13248475699741569+0.23360248555252808j
0.48667207470495449+0.68216996033882893j,0.39080639193697908+0.79325268670286753j,0.44383691145392862+0.86111505664641785j,0.024706565821570339+0.92606334561266956j,0.35050697987577495+0.18510944383884870j,0.52157373741910118+0.26028922625099454j,0.73992265010877611+0.86686321892001195j,0.42198889370497977+0.40941166030242543j,0.64423016820082513+0.21476226032469012j,0.54554535791806558+0.90493492778365736j,0.049508505132153033+0.069815500143131801j,0.85964421838044880+0.18657841061203001j,0.35606925341574708+0.47685214575958917j,0.52321438327115977+0.89199183034678076j,0.19594040450404096+0.28695962177196827j,0.68428941544359423+0.14657219101611321j,0.94440060075095245+0.27609152135801412j,0.28499980001942338+0.15566228899699353j,0.35381589600553254+0.35114809677358100j,0.15915591713425342+0.68230234738238926j
0.27984224575878569+0.83220523443885208j,0.61733283077985424+0.18817655183142334j,0.17960190180044663+0.41409335341208298j,0.46268197536839445+0.60872272296875196j,0.11458257061406878+0.49175013033615378j,0.048913498016841299+0.87960120931551744j,0.019317780454648312+0.96766870340883526j,0.76976501961705435+0.55157908978137205j,0.15592878509962282+0.90168966150079732j,0.068349175066537968+0.079938137808228546j,0.066350936721930903+0.88550197298995403j,0.071423808611474668+0.46735504862162153j,0.57875010939024241+0.0057650662446537080j,0.18163892228124087+0.62128751855782993j,0.22304422778950930+0.26241165925981008j,0.43240194476869115+0.25855640833140053j,0.63156636091095297+0.066902299731362233j,0.76771363627894584+0.66637830745529070j,0.27836629546300223+0.14813450099501382j,0.97377715668224452+0.85335141352138788j
0.44553065945864845+0.90778230976382845j,0.046198463033358173+0.010549825568094444j,0.97840243445905051+0.26486431831189705j,0.89866435638930020+0.0084054850574891045j,0.90294943738295619+0.15844782044555250j,0.62375101634246932+0.14916333541222049j,0.71109262129425521+0.052898244697763851j,0.41214967846531464+0.070314615954059204j,0.40000782348246466+0.32629253842628764j,0.70636292502323428+0.40911747178760510j,0.36416877012436460+0.84731415101406127j,0.63851570304195959+0.35098375232593038j,0.63394095883005241+0.24113279837010745j,0.38305311536393744+0.63083136250295824j,0.98305846963076182+0.59288630047595736j,0.55719096509797017+0.18391798605817744j,0.83989193960596398+0.56379089035197316j,0.93493866290421335+0.65251771009713533j,0.56549684380517773+0.42637677315716810j,0.49051145775870969+0.76010179501429631j
0.40912339639639805+0.56945851836538486j,0.020120811513750298+0.021188481618194303j,0.86976287510704275+0.49368277795754095j,0.37274645859536126+0.61317066481313853j,0.10191227479956248+0.64584078029564751j,0.33842200588708232+0.73847891379646236j,0.64153140295770317+0.46622270747503641j,0.27335484662799203+0.79270734376279672j,0.24486130886395005+0.26129261879710081j,0.42108678249287174+0.61741129331288735j,0.66259704545175002+0.0084193128699630304j,0.69685501522974724+0.057481801549882111j,0.83156463442509543+0.69165875939232835j,0.35464988935051445+0.62282822650875735j,0.82999089199547760+0.54076346241165507j,0.75282660265930834+0.68561273360488906j,0.64709480386369655+0.058136749519791205j,0.92101325806515433+0.44807261465404663j,0.75435555685321753+0.48233090853231270j,0.29319228228244126+0.76762039319040720j
0.46696070427617892+0.41966583145390912j,0.62391879876754019+0.20433449156974950j,0.89450622118684697+0.92592969895527721j,0.49629095345024432+0.88224064325469120j,0.99476669940872353+0.93384454044363552j,0.77219053387464587+0.90858333335704144j,0.65913046618275661+0.88589580510796029j,0.16309814102171979+0.25710408429328635j,0.43517645122017545+0.38170867340883036j,0.40900639992465371+0.64747223073390159j,0.53201104757419637+0.62245234284011952j,0.52133175372760598+0.63894718713616405j,0.068402086763725181+0.63931011051934050j,0.083513055508308745+0.62959061261042926j,0.55429256852477138+0.28886685033965903j,0.85456756485544116+0.93805803253079234j,0.40763295891173174+0.72474629692893111j,0.20932265547682755+0.77398022021554191j,0.98620719268340951+0.97011898619127912j,0.20234745284520678+0.31464611075116233j
0.74180889970332076+0.16632802558032864j,0.074642822306901016+0.43925433714716544j,0.55455792841381468+0.77957810473820921j,0.30863057693168416+0.033309811647671203j,0.51461929443415155+0.36725096647456779j,0.52726366874641251+0.13486591096203859j,0.32689347154737619+0.87439098596723286j,0.66512065871397641+0.56027328950503241j,0.91555310265254686+0.17004592365301344j,0.75716697860471438+0.75490966866133669j,0.053831376869076304+0.67406122446768035j,0.83435567138727218+0.61079792627963292j,0.050201462240481783+0.43384162237706408j,0.089742763260442060+0.93841680966570262j,0.74807040793168422+0.87947898346730968j,0.74273351027273815+0.31352640718675368j,0.49601719256558419+0.91901196311973632j,0.0052278835533047466+0.39781013075907684j,0.68978335691223958+0.51443224853218483j,0.36445805010336113+0.13223234016436541j
0.92822136119884047+0.26590093346386134j,0.45618678479263314+0.87430585795826943j,0.35744489654098388+0.047993921711800218j,0.40892824472808237+0.53870593374129483j,0.36602109023918916+0.43278967066999530j,0.58816534187367719+0.61415227791431404j,0.97940106282433781+0.29174052169450704j,0.87017183702653389+0.093479868465004681j,0.76610561093267693+0.74140070193403240j,0.81699715482292445+0.41864765555832950j,0.51870040227171588+0.71791245882518395j,0.29329494011125928+0.91621552215810653j,0.13080127263353561+0.96311849815075667j,0.42883408742532858+0.18510847153804230j,0.60133157442937657+0.37698696090089623j,0.14872420841900497+0.97420510221618672j,0.24398316011697405+0.68152301289581374j,0.32923615862851591+0.16809153011430955j,0.038448342712646799+0.20709571363550366j,0.80046107109598241+0.13721526351910868j
0.83714898962418571+0.90730987168910693j,0.092647304234570113+0.082631045032124248j,0.69669362493742026+0.56789155875834640j,0.54215390145922049+0.26877514405450137j,0.42856575522017076+0.70800290684227085j,0.091788786836921460+0.54395055968118611j,0.85350433017493432+0.30566779802635380j,0.29451719533370824+0.61392657979566445j,0.93124084228438675+0.68383042287341456j,0.086988063712597374+0.82337331584968054j,0.33412880050062510+0.23420200911684416j,0.71768676908843787+0.54205585600563577j,0.0064831206347165746+0.44191217867775506j,0.63250777812821712+0.19218319856355481j,0.93116461352863733+0.72892975106789992j,0.14578811656310656+0.10558012964870342j,0.58641879532746743+0.25415572272764303j,0.66520887731702616+0.58096921415179070j,0.94882797945773889+0.93363214207753908j,0.059963406108733852+0.20493733157388508j
0.73006486150227023+0.12721118368811443j,0.37141137876080610+0.98321573928619432j,0.89672592013222130+0.93956160538957101j,0.080962611307306961+0.18908280789481377j,0.94109690654707745+0.083813026139562416j,0.47590058085115033+0.77752773002248898j,0.96181890170769879+0.61634751520563669j,0.46120618386311624+0.051144570273947088j,0.29389642783496300+0.21010666427159008j,0.34912498559598915+0.65317382780824440j,0.50303880067462836+0.63627668380901004j,0.93620979486863520+0.77785045379646367j,0.77299511418891198+0.20294978620984169j,0.63645942374088260+0.85732487722887230j,0.087705813560166296+0.046458423113900124j,0.67303323476008237+0.46501474200107673j,0.039843428594382134+0.31341948110640727j,0.76864285363566098+0.90198102065752395j,0.63143550635874990+0.65101102708649561j,0.49178447891104898+0.48932054573308875j
0.94320889384148265+0.61747344745567090j,0.15148481674315817+0.87363636505747555j,0.76926207048225803+0.96275918829931262j,0.47223695327534293+0.69381275166481771j,0.91465995029829994+0.15940656398868061j,0.97724468450331781+0.0066539252016617045j,0.51156610459234408+0.43114369858392165j,0.75463459042084258+0.94125672802646543j,0.30087455668222907+0.67093199353162969j,0.85225271314451323+0.83948249200173108j,0.22295626902546822+0.90728650340780093j,0.12854469284708533+0.12636855884516934j,0.75936285850863894+0.35493367312911928j,0.15370139016984846+0.68339431476244417j,0.072264102353923207+0.54473607954688574j,0.77223139239459537+0.76450433534703455j,0.80551906650379168+0.62179004766612844j,0.60520625973238118+0.90959712831105666j,0.99558732128931116+0.14655926751789503j,0.034381820318500782+0.43730274130158642j
0.54507600764346231+0.15640682647683637j,0.85868940315609588+0.78821794222971509j,0.89633635533442080+0.092399885809975629j,0.72392919684479884+0.57426291462608858j,0.74563542724540832+0.48201733127770530j,0.13821351842402874+0.99043251862132908j,0.0027569715093553842+0.73758238726039405j,0.99440668827135315+0.38540853548782128j,0.16683978549269077+0.99001282134609558j,0.47422352773556381+0.66598238451802161j,0.76013596011863716+0.43586652122840863j,0.95489691810972710+0.28166343269003113j,0.34180517078071743+0.12449116473167597j,0.86606149730050175+0.13167564347033814j,0.13919824633367842+0.71881749671859863j,0.97628179936853643+0.53817674366059753j,0.84183279543918743+0.96233416758403190j,0.50397892521610788+0.94936005011927349j,0.44138322096204941+0.38564620343033484j,0.55640099630415540+0.67709664001744774j
0.47898581145042174+0.027529704542842121j,0.93894996019580523+0.35392851153571248j,0.54990217450153200+0.75033437729739527j,0.52521103138240777+0.28088142810152850j,0.086404195215718918+0.69917149908355181j,0.46130215572690647+0.21528553790378840j,0.13745753359230689+0.30125527112125267j,0.12157933941774225+0.080203428779398608j,0.92089392211100995+0.17288552629541093j,0.15991357508704682+0.80064942550621820j,0.91162178129323179+0.021834433477337822j,0.81900251592286410+0.73974465759391561j,0.32288789816455449+0.66182320204329181j,0.41506148003052173+0.92943564383407384j,0.21520182736783958+0.76032451150360525j,0.38110378961722391+0.51826173628319305j,0.65597912238828027+0.61322685197195026j,0.84598729615514934+0.66221373541660822j,0.26483220723957590+0.81235730184724886j,0.23974010226219317+0.56910362484576449j
0.44779935761491929+0.84028523947309786j,0.024951004479469394+0.24034023165186805j,0.83808902336171054+0.71499181621442609j,0.81766851642253824+0.44757132001386968j,0.71221752350148115+0.68685532425655960j,0.050800606756495011+0.55701345267991587j,0.47821095615994613+0.24186621632363059j,0.92834038702255528+0.60481683975524680j,0.52367314766729967+0.069592397154939103j,0.28514903189505753+0.80924417487613454j,0.14356763484107718+0.66810699775307059j,0.26366227139313331+0.92864570111729228j,0.25150826870380050+0.72822184576599569j,0.73350152948295089+0.51737009919083499j,0.82327230879019142+0.28568237614026326j,0.98648661228425694+0.92168406878744336j,0.83990916721163111+0.051833485442142023j,0.54429937771775050+0.094821894103596260j,0.93791684541987619+0.44728672086231847j,0.83340616377048204+0.55763576803684134j
0.80075474365807597+0.73275038380351820j,0.92715376885983458+0.62000023280271199j,0.33406714414977740+0.42432078722271371j,0.028554867220653032+0.72626101073444949j,0.70681027606077040+0.19605431596963480j,0.74529296874529638+0.25752991665622305j,0.65646911403158303+0.66970833573732791j,0.59849793085470870+0.020978079076454336j,0.49496112534389530+0.079228779643050362j,0.29263536905590681+0.25143424718264024j,0.32290685057969803+0.87997441682863120j,0.64054771999202365+0.83740377201666916j,0.66503655469422429+0.21665518983066556j,0.072888734841506070+0.064498802871628652j,0.78018652569309399+0.12189778097034938j,0.63860898012377343+0.53855285503761396j,0.12606643033942488+0.69631766536598960j,0.62345367110965744+0.091349870322616114j,0.29606567051521537+0.48217226703867344j,0.053643793593962784+0.35675788127091640j
0.62064160953952663+0.79787280960901885j,0.88614676721509145+0.34756399623255163j,0.30032866612446274+0.078082389960532447j,0.80310771719745944+0.86665928813909909j,0.98662281542221786+0.58996924857952804j,0.59018167488530271+0.063445717744941704j,0.038042364285141600+0.11548184827713137j,0.82107060579163860+0.54014393357198309j,0.061682086085424317+0.020187029948410325j,0.54067791111656471+0.84748224030993258j,0.058452941462630296+0.25022039155882420j,0.45434664172095368+0.55954984508535566j,0.43824917275979081+0.82531509415795068j,0.81537136077255112+0.41249393721203453j,0.41274751773268786+0.10571166406641294j,0.36724379063384638+0.74095581424480350j,0.50047699154379877+0.25762322400602183j,0.027989689902925642+0.42854026398897199j,0.53983080428355190+0.26411722342016308j,0.069132187346106225+0.50906586519935926j
0.43462807729066566+0.39472948133573132j,0.81376519388055335+0.26950207068942245j,0.83170249205767566+0.094679044581818569j,0.87437537187799008+0.54691200819216590j,0.092643434589119417+0.67890936634842924j,0.68092995550438917+0.75527976509126682j,0.71123745034224362+0.66745505795519666j,0.27727902660552228+0.16519160198107616j,0.19333162458296271+0.058018157226752076j,0.24820234910454536+0.92146494440944693j,0.049029782492449180+0.17301195008028997j,0.52573265493254806+0.67345435556192756j,0.41633999086399442+0.96618955169157483j,0.74382459103366683+0.10072165381225764j,0.61903567687516559+0.17912226087664784j,0.22357977554401381+0.67988668605236591j,0.51552761803373937+0.38145447262731780j,0.76801633708243511+0.40260032434995557j,0.36762171063937427+0.13980622211635499j,0.77800702123464716+0.21593507954593785j
0.46972172145095853+0.43779897234072479j,0.15719094982428014+0.025206826693648546j,0.39767628945525868+0.83753416556417959j,0.28673459746522806+0.38693088241346335j,0.34624873308052345+0.98772154839538384j,0.24176149747787334+0.99837244342158238j,0.97968991346361045+0.94783886967520226j,0.80735785310408759+0.020642124002138364j,0.50779949927840162+0.20851653987723634j,0.53013899226757333+0.61895535961315173j,0.90307447442846667+0.74434899411614108j,0.29979189321506283+0.85071950932552787j,0.75459375238999060+0.58765711260533515j,0.46355050029316475+0.58307016015097546j,0.71668186267742662+0.32320029170812264j,0.14707575575515563+0.76796063374571999j,0.54893590726868702+0.63076167768553826j,0.41583863941313820+0.82651663164324596j,0.42046029341366287+0.10735500470044787j,0.48646879352156319+0.75821174282952908j
