x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
8.9993629953571663E-001,2.3238795006320567E-001,4.3602428215651873E-001,7.6273434182275823E-001,2.9710011382284968E-001,9.0588838653662657E-002,3.2197313866005994E-001,2.1697706237577338E-001,1.0672096399184386E-001,7.0213465005226530E-002,9.0117908762778087E-001,5.0064683172617974E-001,7.4428215588628321E-001,2.2459340844789460E-001,6.7546984619225092E-001,4.5157329895707243E-001,2.4095734417502451E-001,8.4073120982486249E-001,4.5435917359801370E-001,4.7214143403434189E-001
2.5070988820415896E-001,7.1153215248148416E-001,3.4353232299920450E-001,5.8563954326294299E-001,8.9261768892058158E-001,3.2193093810422735E-001,3.8545129483722074E-002,8.8994475391008898E-001,4.9925556706111929E-001,7.3269699154386347E-001,6.2673311367272957E-002,9.6269990868376942E-001,2.5803512052306166E-001,4.8511380713184898E-001,8.3494377507372630E-001,1.7812796409282655E-001,7.5223511128685494E-001,6.9085468618322410E-001,8.9068475212352349E-001,9.8342692134496013E-001
4.1215590482263365E-001,6.4222198193374352E-002,6.3722459281053745E-001,1.4995514775914462E-001,5.6239621890879987E-001,9.7682475020647963E-001,1.3854488720014449E-001,2.2730393582993819E-001,5.3071842673749847E-001,4.0612733062394957E-001,6.4043110629387257E-001,2.1034230146514937E-001,1.1062659388559870E-001,3.7925487022691514E-003,9.0653495772530679E-001,6.2749956424229788E-003,4.2056763160426491E-001,5.7461392127078992E-001,7.6373524634050793E-001,9.8972715629581542E-002
6.8398241612059174E-001,6.1120248630280083E-001,6.9034625528353677E-001,9.3674756569021335E-003,2.3352948476094995E-001,6.1858716075304243E-001,8.2156072362915514E-002,1.2250029501157092E-002,4.7173169120084107E-001,5.7018788785951580E-001,9.9752908003980645E-001,2.8039365673133154E-001,3.7602225782437732E-001,3.3268773987817413E-001,5.6199753925660090E-001,4.4488054039647990E-001,7.2535930744164534E-002,7.1789677907769711E-001,2.9759049848429442E-001,1.2299052460780091E-001
8.8036729620360599E-001,9.2369159614377738E-001,4.8371216008231582E-001,4.5476760186964843E-001,7.4182563650197153E-001,5.5203428022699030E-001,1.1435128688805685E-001,7.9585632479180779E-001,9.5755180408800911E-001,2.5728948175423072E-001,3.3997610625716279E-001,8.5355187978218594E-001,2.0053000331160120E-001,6.7792141000894690E-001,3.3834071073632638E-001,7.5625402400344088E-001,8.2378649153832723E-002,7.2767597616298818E-001,5.5208819216466232E-001,2.9414616245889225E-001
6.5840209087551338E-001,7.2090033035563539E-001,8.8672182446874270E-001,3.6617969913653697E-001,9.5354436759430317E-001,4.1756493202085487E-001,4.9174106018524055E-001,3.8898189555083373E-001,9.1308571147373019E-001,5.2649612107880783E-001,2.2328077535092131E-001,2.0794153338066743E-001,8.2532289025953143E-001,5.8081698341734755E-001,7.7664030809627049E-001,9.7016373112048626E-001,4.4919368540004889E-001,4.6826758459338114E-001,6.2269377658561265E-001,7.6843946814413722E-001
1.4674434367253844E-001,6.4883773641251252E-001,9.4644610744338253E-001,5.7291527218082720E-002,7.0469400468235244E-001,6.2642725754823270E-001,3.2695434186193983E-001,2.5075251064913456E-001,9.7319362951510324E-001,3.4103673370001880E-001,3.4470509705130561E-002,3.9321795265354414E-001,3.5519782974934855E-001,7.1240411538367476E-001,2.8420311406127341E-001,6.6876223443298932E-001,3.1720561206456072E-001,3.3444617196355164E-001,5.5376025385671257E-001,6.5950546835454271E-001
3.7751441406492309E-001,6.0484372843602408E-001,8.0723248078243681E-001,8.9242248602952223E-001,7.7534137987718632E-001,9.6806856723773482E-001,7.7704222456020566E-001,5.6702807228890417E-001,5.1074566012871403E-001,5.7059073098944946E-001,3.3118890884847185E-001,8.3172333552338185E-001,3.7928259430407496E-001,9.2979812204504220E-001,9.9257966334431758E-001,6.1583721467580677E-001,3.5349380692791754E-001,9.8752140064691885E-001,4.1552419463151824E-001,2.2410473369476450E-001
3.4195512303439152E-001,8.7733965673198322E-001,4.2407672295650450E-001,2.3873480562700772E-001,6.8875532669210793E-001,1.6693271519117062E-001,8.4684707549493654E-001,9.9098073701996281E-001,6.6133960299839423E-001,4.9109489179358989E-001,1.8800487554651388E-001,6.4534763705662745E-001,3.8359059468153811E-001,4.5002538722574525E-001,5.0332496770779611E-001,2.3018285891299231E-001,4.0818524439620973E-001,6.7317373315792739E-001,7.2909654675666402E-001,4.6458820276427792E-001
8.3572649305534941E-001,9.2576952590160341E-002,2.1763726766182426E-001,3.7183288093926072E-004,3.7305393848083129E-001,4.5400532735066995E-001,8.3739127413288439E-001,7.6522653365705728E-001,1.0278686403151741E-001,8.9792300077315945E-001,1.2297977714486444E-002,3.7745970770906356E-001,3.6696770656493188E-001,1.3143072052468110E-001,4.3095869786640978E-001,9.9365456842846889E-001,7.2833542335243334E-002,5.6308952479744667E-001,7.2899310335722312E-001,2.2440276484667979E-001
2.1079067556057429E-001,2.2682697897790569E-001,5.8058645685661880E-001,7.0494773654293019E-001,7.3146405777635137E-001,4.2748817304917280E-001,8.0514356747139237E-001,2.1461238211116360E-001,4.0084641616416333E-001,4.8823131085357596E-001,9.6204785060792375E-001,9.0389625161475384E-001,5.4696157411287138E-001,1.7360177438526883E-001,1.8442812640051820E-001,1.7678907095783869E-001,1.9774731146568461E-001,3.9042922257747603E-001,8.3649386889393218E-001,4.4372388847010613E-001
3.8823996065202865E-001,6.1354856386390766E-001,3.7512684189052320E-001,3.0831916407082582E-001,4.0786417511685430E-001,6.1128675516665520E-001,3.8442831191998200E-001,2.2355543403057891E-002,6.3152821579943208E-001,9.1519852950790481E-001,7.5758642721681063E-002,6.3795684661079621E-001,8.5097075129510380E-001,7.4080764547393041E-001,8.8547030615851852E-001,6.3314788593797366E-001,7.9892799347121080E-001,3.0017879117056540E-001,5.0466993492885603E-001,6.3570732066180535E-001
9.4403875816766658E-001,5.9833505091186456E-001,7.7593437673264126E-002,9.9435515912258257E-002,5.9999576956016842E-001,9.4002150832760345E-001,5.4989514068750878E-001,5.0253361729688728E-001,5.4484193972850337E-001,4.0249153003645050E-001,6.3230652350282845E-001,9.7790719714113861E-001,7.2309246028906482E-001,8.6258080476865395E-001,3.7919353518236842E-001,1.3840226538674531E-002,5.6014241492939310E-001,4.2700582104525198E-001,5.1097833338806220E-001,5.2253226303273814E-001
2.8792469411790267E-001,4.4546980683921450E-001,5.0752746180623398E-001,8.3477116886318925E-001,4.3021973202409008E-001,3.2237222297193369E-001,6.1934022216308682E-001,9.4868050591919517E-001,5.3476161763758179E-001,7.8332796580291997E-001,2.9740261811726787E-001,8.1892169854060781E-001,3.7028639180322259E-002,4.2019651118512341E-001,2.9869172460809129E-001,6.6031505639049082E-002,7.3626960887709336E-001,6.9131407782514287E-001,9.2205220292063117E-001,7.1382936354516668E-001
2.6547085566680023E-001,9.1166136669517131E-002,9.0457908198666670E-002,1.1314774147121121E-001,9.0200467951148466E-001,5.2498940128092508E-001,3.9346813384666557E-001,3.6420575620489554E-001,4.7088033753671993E-001,6.0842014184021831E-001,5.9338883191256231E-001,8.9355060036843514E-001,7.1851719826178562E-001,2.3404147703830364E-001,7.9279486527087173E-001,5.3139396531902472E-001,7.9081578982031842E-001,2.8174355763392578E-001,9.7994095380184099E-001,5.6815996546931313E-001
6.3610163287661781E-001,8.7287104138826710E-001,7.0320443239639219E-001,8.5927219178440639E-001,9.7346276591733605E-001,7.3374783032041158E-001,3.2085479668930933E-001,3.3766268412644357E-001,4.8728880026356591E-001,5.1813191969004035E-001,8.2215482270492068E-001,5.0164197927320664E-001,8.8270011778432234E-001,9.0839121267816481E-001,2.8305158161529492E-001,1.1063262839045979E-001,6.9664732237114546E-001,6.0045238679202750E-001,9.2013892774088535E-001,7.5558301071848377E-001
6.2121170237799735E-002,2.5116064415716272E-001,1.0490262737345084E-001,6.1718628018201849E-001,2.0535424512583295E-001,7.7119936028120215E-002,3.4186943856016768E-003,5.6825779019943889E-001,9.6490864177105495E-001,6.7923589271262663E-001,1.9295326871845267E-001,2.8185967447146359E-001,7.5979744530412352E-001,6.5851073524607795E-001,7.4606968621533365E-001,9.0254611927849071E-001,7.7083239542355309E-001,3.7925350118267628E-002,4.0761090984890497E-001,3.5107075089635903E-001
4.2374488479379258E-001,1.7987905549338037E-001,9.7300411281424826E-001,3.2636662933098248E-001,3.0572038282930442E-001,9.4196345473960486E-001,2.8219662419832864E-001,9.3015236084486663E-001,3.3519997470639479E-001,9.7866767886409001E-001,9.4457218949153643E-001,7.7797781495755114E-001,4.9000366062405942E-001,1.4246388622998712E-001,7.3815686802534874E-001,7.3338460006643447E-001,4.9575829791810977E-001,4.3426911482255576E-001,7.4422221735999228E-001,2.0345208109050339E-001
2.4621306728949288E-001,1.4981748058203850E-001,5.2014210131581706E-001,3.0684869973088530E-001,1.3430237184078481E-001,3.9796262971443208E-001,6.1084771432078122E-001,2.3266628839850123E-001,1.1691819594150696E-001,9.3394474842832409E-001,8.6835862594213309E-001,1.6191509448121411E-001,1.9954790080039328E-001,6.1694882411539897E-001,1.9681404844354525E-001,1.9753181598624378E-001,4.5836697889547384E-001,7.4959976212865509E-001,8.2627917185133598E-002,5.4688057326006068E-001
1.6951836198990236E-001,4.4580304058885972E-001,1.3893125709572632E-001,9.5647199419332452E-001,1.0526599406619046E-001,5.2748074048937332E-002,9.3616333723714562E-001,3.2186347262859055E-001,8.4200971181077033E-001,6.3685140392387596E-001,5.2549575114023717E-001,7.6814575041289701E-001,5.3063586824762010E-001,4.6137290690871657E-001,7.8690471401759299E-001,1.1180623411365292E-001,7.7002527539252541E-001,9.1581268135647945E-002,8.5200581346661342E-001,1.0182690324973610E-001
6.6170032007830415E-001,6.9350703710135775E-001,8.3751243501368600E-001,2.1865409174263331E-001,4.7285645045004610E-001,6.0573965752863712E-001,2.6027285918742044E-001,6.4266467728954502E-001,2.2176612394401785E-001,4.5266632292262998E-001,7.4010746689007223E-001,6.5813327112296838E-001,3.0544742008812231E-001,1.3217808829394026E-001,5.3708947526877888E-002,4.6192295954723356E-001,5.4250125638796221E-001,8.5095226454126593E-001,8.5845014218625532E-002,7.8730532290458166E-001
6.0938658462737549E-001,7.8345312997396699E-001,8.2861077293377006E-001,7.2387502786208613E-001,1.7092043046291724E-001,6.1080060848875395E-001,7.5467949414055502E-001,3.6910858767769689E-001,3.4967099815701758E-001,5.1549624689723306E-001,5.4549775429410241E-001,5.9668607810433683E-001,4.6760058624020212E-001,7.4682423541324996E-002,1.0722317505347050E-001,7.9986148978966431E-001,8.6781862925951359E-001,1.5659756414163498E-001,1.8751411416507274E-001,2.4330469392281862E-001
7.5146417965854151E-001,9.4480099915903104E-001,3.8203604168866846E-002,9.7223035555313153E-001,3.5797931739512852E-003,9.2786997923112668E-001,3.0124263866135059E-001,9.2532653298822765E-002,4.4042421245763830E-001,8.6446009039837124E-001,3.8037878569783418E-001,5.4275741015299106E-001,5.9458026268487785E-001,5.3898869911862402E-001,6.2709592529719271E-001,4.5325272415135037E-001,8.6718236501817469E-001,5.5326451967818746E-001,7.3028374094241982E-002,6.3925116571427620E-001
3.3859159554368079E-001,3.3435660201139272E-001,3.6490202463076941E-003,1.5948354106214843E-001,6.1223432470109074E-001,5.8905477499107517E-001,8.4825928746817436E-001,2.1018992404739495E-001,2.2860616791598651E-001,8.8629501282008005E-001,8.9405862660844782E-001,3.7864748629975820E-001,2.9001585191644086E-001,8.3123022022404014E-001,4.0056806991262556E-001,7.1980274011531364E-001,5.9222495385404605E-001,9.1884802100345386E-001,2.0410008884431174E-001,9.1220884655497414E-001
8.3781393254836123E-001,7.0371500021581168E-001,9.9700046039420875E-001,1.5071476754301907E-001,8.0841646656179622E-001,2.0226417537427230E-001,6.6611176944314388E-001,7.0388600362013432E-001,3.3957728737223331E-001,1.2313248099119418E-001,4.9479914738700043E-001,1.2236239034719888E-001,7.6027150853680214E-001,5.8220655167827125E-003,2.4118643929289948E-001,3.8394481485491039E-001,2.6046153909490893E-001,6.4681745226470788E-001,5.8892985389522978E-001,1.9851970014822373E-001
6.7648791871102065E-001,7.9248190455183321E-001,5.3669289807737530E-001,5.4523288660905933E-001,7.2336419880667413E-001,2.2405034538557678E-001,4.5405426136898352E-001,5.4857959860435845E-001,1.6930939973858103E-001,3.5133773966864978E-001,7.9637474831745503E-001,5.1328858483095074E-001,1.3750852024565619E-001,7.8252776084228248E-001,5.7615241686485374E-001,8.3954837190062181E-001,8.3771758349891334E-001,2.6659225330703912E-001,8.8787349195649989E-001,6.3374058244188636E-001
2.6268264759705584E-001,3.0106206172624322E-001,8.5669295155391900E-001,4.1470514715180534E-001,3.8052491487218815E-002,4.3228624888897377E-001,5.9300421895708710E-001,7.1101746355950890E-001,2.4301241461935183E-001,1.1330998671769554E-001,5.6408737690533728E-002,6.2654566264542688E-001,7.7766269869232829E-001,9.7686519708183484E-001,2.4152562652233858E-001,8.2478917441660360E-001,5.4322944217105407E-001,4.8305672875597133E-001,6.9917397547037574E-002,9.4489822178908844E-001
4.4085681646728309E-001,4.7249868473149192E-001,8.2803690823872275E-002,8.5531906490312737E-001,9.2311024594324032E-001,3.9689552678545847E-002,3.8570113144097591E-002,1.9565644098017207E-001,4.2608369384757810E-001,2.3578614091585434E-001,3.0822887280930433E-001,2.2265328184027597E-001,7.2802688967542839E-001,6.9776180494099405E-001,8.4495288264983859E-001,7.1638842620561513E-002,6.9201800451685092E-001,2.3865610840067650E-002,7.0317407779851626E-001,5.5069474354807794E-002
1.2843035530139676E-001,8.1309250002394384E-001,9.4323826868797134E-001,1.6367941252549614E-001,6.4084294739721703E-001,2.0559433543845901E-001,2.8885595246812085E-001,9.6117916409868043E-001,6.9378856568225900E-001,1.0848630323136937E-001,8.7363614060872619E-001,5.9090773632151772E-001,9.1303308522692339E-001,2.1080113012254945E-001,2.3268986017379775E-001,7.5440481171217078E-001,9.5761500224344021E-001,5.6648413378333162E-001,9.7253372504625579E-001,1.0139640309787068E-001
7.2725272309802391E-001,1.6672460789400662E-001,1.8986361899338980E-001,3.0524206158964610E-002,9.8833300732462726E-001,2.0404462113221732E-002,5.7950985955928247E-001,2.8863153910901379E-001,5.9586645273894345E-001,1.6920287319563493E-001,6.5939354479706314E-001,2.0693129235373761E-001,5.2033581874731105E-001,2.6076207597031043E-001,7.7784280251554905E-001,1.7385789648532887E-001,6.7259898277507654E-002,6.3124317892625348E-001,2.3168155676356114E-001,1.5531291589215265E-001
3.6120544499832263E-001,7.6973489645284732E-001,5.9676617836818224E-001,5.6832225029700845E-001,3.4807995687555282E-001,8.6180516483887815E-001,7.4382687184274243E-001,7.9789729314915203E-001,2.4599507726243722E-001,6.0366324629232904E-001,7.1570131920027036E-001,3.3755376874099900E-002,2.4462992828038654E-001,9.4576185121655154E-001,6.0704404096991798E-003,9.4007619000341380E-001,1.5705488405640444E-001,1.8671843682931100E-001,1.8696243729992135E-001,1.9120949052870548E-001
6.4135636226985981E-001,2.5412839399693182E-001,7.1128274568311423E-001,7.9842314490394850E-001,9.8388388549449202E-001,8.1347709947524119E-002,5.2237330256110448E-001,6.5684306287749550E-001,3.4733885131953324E-001,1.4793855304586531E-001,2.7532254643850740E-001,7.0489112982328184E-001,3.0171753729041173E-001,7.5954907646480396E-001,8.1894904496644871E-001,7.3407505797053541E-001,8.3354759209395468E-001,2.0135129993542081E-001,3.8165718104730301E-001,9.4904635225838785E-001
3.2203732401745916E-001,1.4204645625965118E-002,9.8368794965253747E-001,9.7826266947776208E-001,7.5476284565163709E-001,6.1730972094057301E-001,4.4432303205479673E-001,3.4201659544902346E-001,9.4817888531610428E-001,6.5370044185059828E-001,9.4266475789551640E-001,8.8280320495286424E-001,6.7643518722475882E-001,1.1680586772435263E-001,3.9422315988175893E-001,6.0938768265673449E-001,6.9469363198101319E-001,2.4256032501236843E-001,3.0846611793135231E-001,4.9120546539894416E-001
2.1860579148935683E-001,6.8084469059100172E-001,3.6470388434819345E-001,8.2741139192598157E-001,3.4813655381631364E-001,2.1544104968779176E-001,3.6505480810518243E-001,8.6696978178453987E-001,1.4935605353455242E-001,4.4123745872880427E-002,3.7118438330975873E-001,6.1977076375880846E-001,5.6369704562902756E-001,7.9279748182174870E-001,1.2317750345453958E-001,1.9783020942265492E-001,4.3118273124589135E-001,2.6046428463396759E-001,8.6178265337437476E-001,1.5593653230676640E-002
3.7641823803798696E-001,3.5534871239431159E-001,8.1724887595798401E-001,9.1800820875479550E-001,5.1591105007214333E-001,8.4423117747513876E-001,2.9346040866530199E-001,1.3178225196967405E-001,3.6490699789351468E-002,3.5943329965315240E-001,6.8711675303285991E-001,2.0371895903540338E-001,8.0848002281077136E-002,4.0072471325360187E-001,4.4766637452488761E-001,1.0248743636134623E-001,1.7565962901854315E-001,1.7543270481367557E-002,5.4955298114195517E-001,1.3185144923970690E-001
2.7118532268831097E-001,9.6526172479951866E-001,5.3596514396231387E-001,8.8314273071807259E-001,8.0318141601533488E-001,8.7021058749775226E-001,5.4957776643061440E-001,6.0484940391601838E-001,6.8570528891167914E-001,3.6132958750846489E-001,6.9368271201989962E-001,1.3809600180860587E-001,4.6424648652828732E-001,8.0048033876382998E-002,2.1149603788608792E-001,8.7723428316643004E-001,1.3207509984559515E-001,9.8578246393776736E-001,1.7965608195903068E-001,9.6696811923397985E-001
5.5991624649282479E-001,8.4163060390325151E-001,5.4028989557392837E-001,2.0396030430524842E-001,2.9925402227630399E-001,7.5250768659783063E-001,3.8979696767997957E-001,4.1847207656601665E-001,5.0754774601271202E-001,6.6293629135451371E-001,2.8637470134620013E-001,5.1882275757376672E-001,1.1047802418034132E-001,7.9715507326562784E-001,9.1784555931429779E-001,1.4804972921694925E-002,6.5376494665165319E-001,9.9387404344942853E-001,6.9842073571205116E-002,8.3547416795757634E-001
5.2688324720835022E-001,8.8745524381924978E-001,5.0609539869153251E-002,6.4279640775066427E-002,6.3030820646146068E-001,2.6848649364959021E-001,4.0125033310906805E-001,8.9275630511542881E-001,9.7112618179326937E-001,8.7382796885230285E-001,2.3043305593859811E-001,8.3967860945159489E-001,9.4896128152576498E-001,3.2745633871936580E-001,8.8442223853240090E-002,8.1921295897713764E-001,4.2191887035179054E-001,8.0389242867513233E-001,2.7465447380469604E-001,3.6657650822727084E-001
7.9065862587000235E-001,6.1699675044264701E-001,6.5648071039507983E-001,5.3695585329143569E-001,4.7741391257391336E-001,8.8896790173010332E-001,5.1591760146105381E-001,2.6189194398970067E-001,5.0051308448594534E-001,6.3540010294365046E-001,1.4604265867435623E-001,3.9410097268343947E-001,5.4357913611653452E-001,4.6433866884037145E-001,7.2283553399192968E-001,6.9419301301539094E-001,3.4236512151594917E-001,7.9364344173096546E-001,6.6585110993932073E-001,4.0133437519586651E-001
3.9966021569963389E-001,3.4242888684685058E-001,4.5783602628673437E-001,7.7383762308219195E-001,1.8005295205139563E-001,3.6908264615201547E-001,5.0826515965281815E-001,1.1393518544942619E-001,9.5853513501374155E-001,7.6357669797912986E-001,7.1402246723505980E-001,8.4813354354880166E-001,8.1249249962245063E-001,8.9113781775660383E-001,9.4817789392318430E-001,1.3542919070994511E-001,1.0152739036354597E-001,3.2778688700026087E-001,6.2332266288922333E-001,1.4755332914275693E-001
1.6723670773912194E-001,5.5362389379089172E-001,1.7342444776607552E-001,6.6382585578839992E-001,2.4803897975166897E-001,6.5343316436829801E-001,8.4693759539615920E-001,5.9211042771552869E-001,7.0133466488376417E-001,9.2353293928331504E-001,6.6285073912810066E-001,5.2968822467303689E-001,5.1443617964492788E-002,5.7332871376207950E-001,4.1612380527449849E-001,8.7187204561620957E-001,6.2407508401497236E-001,6.7572182763198041E-001,7.3532580467997599E-001,1.8486516583410012E-001
7.7116134508918555E-001,9.8216660855531579E-001,1.2617295222575794E-001,5.6264350136029306E-001,8.5817490841488520E-001,4.6766694856420560E-001,5.5736277968428738E-001,5.1234132030467039E-001,5.9456737364559631E-001,6.4069074180848440E-001,3.4759126442729310E-001,7.2064545995316509E-001,1.6325231402946916E-001,7.9452430248938610E-002,6.3241959584674934E-001,9.6287059730104940E-001,4.8617975428946175E-001,1.7827359174995427E-001,8.6126034297380846E-002,4.5984192243151434E-001
2.6842404939981318E-001,5.5415923712008297E-001,1.4561343257182330E-001,3.0972627984673362E-001,6.7852610753603104E-001,9.6299392210993884E-001,5.5065195672466138E-001,9.0495375027929659E-001,9.7500221052914093E-001,3.9900162160170083E-001,1.7941445077314394E-001,2.8019691063870500E-001,4.4674156325544739E-001,1.6505091452474102E-001,2.6523657727293110E-001,1.0779970612515442E-001,9.3209495825137356E-001,6.9121352245712020E-001,1.2642012710948952E-001,8.3079569163621880E-001
1.1938741390962604E-001,1.0152467136718175E-001,4.6304252853552480E-001,9.2632639861560417E-001,5.8666620537015834E-001,8.8879697050328299E-001,8.6591059416644123E-001,2.1384939000811298E-001,5.1707776214536627E-001,7.5458903384397957E-001,7.7618718751515614E-001,4.9377548600123923E-002,4.9660731209983089E-001,4.7977945244929354E-001,9.3756780060625589E-001,2.4568720761845429E-002,5.4965632814950571E-001,7.7591149320475461E-001,9.9619667915474319E-001,5.3198206528018843E-001
7.4541571101189230E-001,1.0282189293758033E-001,4.9616460649948074E-001,3.8038647842260498E-001,9.8244505166440507E-003,9.8519233229632672E-002,9.0093020562970250E-001,9.2741222066340719E-003,5.8305092181979024E-001,2.6739900919092568E-001,2.4519647184838497E-001,8.5943299022121375E-002,4.5454499341376242E-001,1.7639862093789596E-001,5.7378736500252203E-001,3.8213724665421261E-001,2.5345480933024439E-001,8.0334187265674384E-001,8.6414346585617907E-001,4.9513872111532331E-001
1.8173204010688823E-001,8.2040536205025966E-002,9.2693520234408244E-001,2.9308441649757982E-001,7.3476304693839323E-001,6.7478087607602200E-001,7.3254223599382062E-001,6.9363046947800877E-001,1.3207485677039354E-001,3.0825149463553714E-001,7.5181684545447525E-001,1.6352450749817418E-001,1.1345953524301761E-001,7.1041962056684527E-001,3.7452613601215179E-001,7.0643783782013370E-001,8.4531956159144594E-001,3.3109301521578099E-001,4.6848671595629715E-001,5.0320382824741453E-002
4.0603398089897193E-002,3.9800672877140819E-001,4.2598419413373556E-001,9.7106925330165883E-001,9.8357307240539549E-001,8.2061521883694921E-001,9.3280733064218380E-001,4.3628627065770847E-001,2.1073362506570165E-001,2.0899986325064090E-001,3.6689496328405585E-001,3.8255157066363926E-001,5.5485847553376477E-001,7.3910089806819945E-001,2.5216262481819002E-001,9.3120858499441558E-002,2.7654942800602883E-001,4.9611416280721393E-001,8.5565338084964715E-001,3.5473286181329367E-001
5.0682349925860537E-001,2.9277472751487538E-001,7.4362343373149109E-001,2.0611837204548564E-001,3.3846901672420321E-001,8.5940508779577388E-002,7.5053018321984555E-001,4.9166346750752654E-001,9.6403302622158227E-001,6.6408310711712637E-001,1.0077127095570676E-001,7.7763838185894263E-001,4.1717353763978410E-001,2.2711205263832746E-001,7.6638320188157671E-001,3.1628409488319731E-001,4.8520494775959218E-002,5.1544703115382950E-001,3.7143369697586759E-001,5.1547841998546551E-001
9.1255068805385597E-001,9.0228981650184392E-002,9.8729000981880655E-001,5.7748973746161214E-001,9.1824425340199733E-001,6.3148925997157790E-001,3.4998316306088462E-002,9.2900566661985484E-001,9.8865207379470676E-001,9.2146056346788252E-001,7.1753582451052123E-001,5.6132395738388130E-001,4.6601032307877926E-001,2.0869945070680809E-002,7.2960061208161009E-001,2.5742204016115156E-003,4.4487958485948054E-001,2.1644338890802448E-002,2.5098340601361752E-001,5.5609810318254693E-001
1.6069951730755078E-001,1.9981293752049042E-001,9.2670227343667737E-003,9.1770116007169455E-001,8.8772384098569057E-001,4.9613558369293925E-001,7.9362829050906059E-001,2.6089669818813832E-001,9.7553904816546244E-001,6.8728720230022877E-001,6.4039233114260496E-001,7.7444025260741733E-001,8.3033469160015005E-001,5.2705932771788933E-001,5.5539791901075319E-001,4.0776318808080125E-001,8.9606741963221082E-001,4.0158179362046098E-001,2.1036739455593173E-001,7.4031657209941440E-002
8.3248302608777469E-001,8.1651853323172396E-001,2.1256326607795278E-002,4.6505738493514981E-001,5.0756809960272453E-001,3.1176876113766031E-002,6.0999790152992073E-001,4.4320366702615738E-001,8.4145241487931996E-002,5.7793716067665080E-001,3.6762984527672418E-002,1.3354605825218110E-001,6.5214203411343974E-001,8.8734591306392041E-001,9.3887547115069392E-001,5.6275937605395190E-002,4.3253842124983850E-002,1.8506136896564418E-001,9.8891351793783011E-001,8.7542167977003338E-001
4.2799503513592113E-001,1.6756751958431604E-001,8.0636500778655618E-001,5.4664378541741487E-001,8.1792584318839623E-001,1.2949685426765684E-001,6.3694573665986998E-001,1.8841399346254237E-001,8.4533128927143097E-001,8.8158578469175286E-001,1.8438821689830984E-001,7.7397108347506205E-001,4.4005327504338998E-001,6.8751133626255234E-001,3.5688170433740285E-001,8.2666184812144072E-001,5.2268407932861916E-001,3.6972323359291687E-001,3.0162888189705722E-001,6.9269191421512966E-001
4.0138682868232889E-001,2.1393708008558066E-001,2.3766496228124982E-002,2.8689002077358333E-001,7.4434585323063396E-001,9.7373342503203864E-001,9.8074063582483206E-001,1.6274627336926412E-001,8.6741196910385676E-001,4.7978154699384673E-001,5.6676618949283086E-001,9.2093422975363470E-001,7.8975109761992468E-001,5.3540410404528793E-001,9.0037499579222446E-001,6.0897526506469346E-001,5.1223119187152433E-001,7.6016408978679417E-001,8.7721109556171084E-001,8.9547289820164092E-002
5.6364140375960470E-001,5.2591450638264914E-001,4.7835256376302143E-001,3.6554149075924658E-001,1.3278324216910406E-002,2.5032314624519381E-001,1.0130504454063641E-001,1.8293105231092249E-001,5.9435439739381946E-001,7.3422548147345090E-001,6.1015153995849114E-001,6.7250380160418344E-002,3.5847680665111493E-002,8.4836285706182901E-001,8.8230472756358706E-003,1.2316508380185422E-001,5.3947494684502861E-001,5.1832575213987697E-001,2.3427949795208700E-001,8.9063353496782793E-001
9.0463863820502555E-001,8.2766325415641673E-001,3.3837951056764320E-001,4.4935832787093516E-001,5.6448329891128368E-001,7.5590595475025613E-001,1.3102065079694369E-001,4.3263505528400553E-002,9.5791780456109399E-001,6.5817243091047450E-001,1.1947743834721937E-001,4.7541353870655820E-002,8.0992197936557453E-001,8.9554170804146738E-001,6.2361213052972608E-001,5.1022402167741190E-002,8.8025032487757215E-001,9.1898615617017232E-001,6.8419730344636731E-001,9.9412216967920775E-001
8.6058253429341680E-001,3.8555599226255793E-001,9.1055017029715724E-001,1.8704396947228190E-002,8.4244072465573339E-001,4.5560171582090847E-001,1.8432438497784170E-001,9.7471472194918762E-001,7.6216030110773736E-001,6.1048855487793896E-001,4.1648028576784885E-001,9.6319751156111444E-001,1.9851422397126825E-001,3.6154040495442824E-001,8.8163075220706411E-001,8.0700073372342573E-001,3.4622047069889424E-002,5.3710133100562302E-002,1.1411129482996630E-002,8.9630644451176933E-001
9.3056760872632394E-001,7.3491026482888000E-001,1.5937285290411293E-001,4.3790278221561324E-001,2.4192463539708078E-001,9.1257022068298643E-001,8.3031411542403333E-001,3.0468140817150396E-001,6.6512752023331656E-001,2.9106001543817112E-001,6.7017729997870867E-001,6.2756148276046075E-001,1.1552488190103996E-001,5.0463896146710474E-001,9.7961092659594706E-001,7.1895718859106206E-001,7.0634211927609380E-001,3.4515709585433435E-001,4.5030578192136694E-001,7.0673361749963570E-001
2.8601752329221380E-001,2.4702152050883891E-001,7.9582872178658748E-001,5.7726322629832283E-001,1.8961794819567576E-001,3.1255532734431396E-001,2.4862980895374562E-001,1.5776268365319233E-002,7.1663745255869826E-002,8.1834598004790249E-001,4.2412226230389927E-001,1.5094015879086817E-001,8.2875374818410030E-001,1.2461240617188345E-001,3.7218044588125138E-001,6.7062874743875145E-001,8.2296340398112577E-001,1.6960150767868731E-001,4.7199832700186212E-001,7.3264744145564242E-001
