c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
6.45941019e-01+6.52074337e-01j,3.78371477e-02+2.23074794e-01j,1.93401170e+00+2.81776190e-01j,1.26765883e+00-1.17564410e-01j,-1.11461174e+00+7.27681398e-01j,-1.20531619e+00-8.10290098e-01j,-5.57001829e-01+9.63841438e-01j,1.62398338e-01+1.99414742e+00j,-7.88675547e-01-2.85400152e-01j,1.31507730e+00+7.54486084e-01j,-3.03483844e-01-9.04557228e-01j,-3.74088049e-01+4.72562790e-01j,-1.87267137e+00+5.79404116e-01j,9.49960709e-01-7.04512358e-01j,-7.42510080e-01+7.04046965e-01j,-1.13961935e-01+1.72168934e+00j,-2.29800940e-01-1.22284508e+00j,-5.69879055e-01+2.84713745e-01j,9.63550091e-01-3.78606319e-02j,-1.82985544e+00+4.62530851e-02j,-9.48204041e-01-1.36638165e-01j,-8.38126898e-01+8.67696285e-01j,-1.56962633e-01-1.58898640e+00j,1.33323312e-01+1.23903751e-01j,-1.31290674e+00+2.54257083e-01j
6.01711035e-01+1.23422623e+00j,1.28036427e+00-8.80472898e-01j,-6.45292401e-01+2.89001226e-01j,-7.53562212e-01+1.02647090e+00j,-5.60342073e-01+3.77568483e-01j,3.79843473e-01+1.29034150e+00j,-1.10055673e+00-7.69072294e-01j,8.81150246e-01+1.99651003e+00j,8.32185507e-01-6.64142489e-01j,6.26395464e-01+1.27247179e+00j,5.47988415e-02+8.66171002e-01j,-1.19345260e+00+7.00095892e-01j,1.25515878e+00+1.48643148e+00j,-1.05557263e+00+1.57340288e-01j,1.58419847e-01+8.47472191e-01j,-4.83608723e-01+2.61589050e-01j,1.75040591e+00-1.81153464e+00j,9.40467954e-01-8.34362030e-01j,4.66979980e-01+1.00809479e+00j,-1.04264712e+00-4.84551191e-01j,-2.28227854e-01+1.82492256e-01j,-1.05046082e+00-2.06695318e-01j,-8.58764410e-01+1.27826095e-01j,4.40902710e-01-4.86932397e-01j,8.41824055e-01-1.14971030e+00j
-1.63584757e+00-4.56066579e-01j,1.82873631e+00+4.33309078e-02j,-8.33938360e-01-7.14494705e-01j,-7.50110626e-01-6.46751404e-01j,-8.74156952e-01+1.73561788e+00j,1.43631732e+00-2.39078283e-01j,5.79116344e-01-1.77246487e+00j,1.17651284e+00-3.50593090e-01j,-5.29408455e-01-9.22738791e-01j,-7.18804598e-01+6.26459122e-02j,1.27527523e+00+5.79064488e-01j,4.61344004e-01-9.46563959e-01j,4.44954395e-01+4.43056345e-01j,6.60407543e-02-1.62414122e+00j,-6.10938072e-02+1.38813770e+00j,2.67212391e-02-3.25407743e-01j,1.15850770e+00+5.78592300e-01j,-8.39301825e-01+1.65051913e+00j,-1.08949709e+00+2.00184584e-02j,-1.46992683e-01-2.10888684e-02j,7.84882784e-01-1.53232610e+00j,-1.64844513e-01-9.39867496e-01j,5.89457989e-01-1.82136130e+00j,1.67975712e+00-8.54218006e-02j,-3.61643553e-01-3.18475008e-01j
-6.05035305e-01-1.07224739e+00j,-5.32028913e-01-4.34984684e-01j,2.71554470e-01+1.64823329e+00j,-4.87818688e-01+6.50915384e-01j,-1.10127544e+00+1.70128739e+00j,7.30556488e-01-3.23274374e-01j,1.21400762e+00-1.36284256e+00j,5.87957621e-01-1.41469741e+00j,-9.58824873e-01-1.05300975e+00j,6.02682590e-01+4.17502165e-01j,1.28997207e-01+3.93736362e-01j,-5.88722229e-01+1.35109949e+00j,-8.51750851e-01+3.28503609e-01j,8.92064571e-02+5.18028975e-01j,-4.51881647e-01+4.68494892e-02j,1.09324670e+00+6.26023293e-01j,-8.82520199e-01-1.21329319e+00j,8.96882057e-01+3.77336502e-01j,4.95165706e-01+4.08211470e-01j,2.97146082e-01+8.81495953e-01j,1.28798318e+00+1.55743814e+00j,5.89455605e-01+4.23887968e-01j,1.34159052e+00+8.59056711e-01j,1.08094096e+00-1.17931604e+00j,3.56158495e-01-1.85662365e+00j
1.09407973e+00-5.88971138e-01j,-1.22619784e+00-1.02544308e+00j,1.03941357e+00+7.62063026e-01j,-1.31034946e+00+3.37617874e-01j,1.59192729e+00-5.03079891e-02j,8.18255424e-01-1.03864431e-01j,1.85382366e+00+7.32855797e-02j,3.76446009e-01+6.35344982e-02j,-1.41094875e+00-1.16912675e+00j,4.37382698e-01+5.43471813e-01j,6.06335402e-01+2.06637383e-03j,-1.38109088e+00-5.44296503e-01j,1.71694994e-01-8.82712841e-01j,4.09636021e-01-6.65423751e-01j,7.14200735e-01-1.76135480e+00j,-1.95660591e-02+4.24419999e-01j,1.25650656e+00-1.29337513e+00j,-2.28463441e-01+6.00550890e-01j,8.04233313e-01-1.28488517e+00j,-1.72437549e-01+1.09843850e-01j,1.14635468e-01-8.17605257e-01j,4.24526215e-01-1.14405131e+00j,-7.42210150e-02-8.75213861e-01j,-1.83082390e+00+2.02379704e-01j,-1.08516324e+00+5.95468283e-01j
1.36071730e+00-5.51161528e-01j,-3.98866892e-01-1.02982044e-01j,1.58508599e+00+2.23938227e-01j,-1.48202896e+00+4.22976494e-01j,-1.11723030e+00+1.13943374e+00j,-1.28345180e+00-1.48913956e+00j,-5.07225513e-01+5.41226625e-01j,4.25810337e-01+6.10521078e-01j,1.66167140e-01-3.58337998e-01j,1.00689149e+00+4.46662784e-01j,4.68465090e-02+1.38631606e+00j,-3.31243753e-01-6.30493402e-01j,1.11558485e+00-5.60071707e-01j,-6.27663136e-01-6.97313070e-01j,-1.59032750e+00-6.84757710e-01j,2.58445740e-04+1.25104833e+00j,-1.27495289e-01-4.86855507e-01j,1.25442457e+00+1.85357344e+00j,-1.17305744e+00+3.26331854e-01j,4.15134192e-01+1.21854615e+00j,5.21144629e-01-3.21728826e-01j,3.35566044e-01-1.76987231e+00j,-3.04155469e-01+1.23423338e-02j,-9.14888382e-01+1.09871054e+00j,-5.94473124e-01-8.58619452e-01j
-2.26352692e-01-3.16104203e-01j,1.07142830e+00+3.98109913e-01j,1.88841832e+00+1.18630648e+00j,1.01502216e+00-2.33637601e-01j,-4.51657534e-01-1.20215535e+00j,-8.00750256e-02+2.71431208e-01j,2.68997669e-01+9.91944075e-02j,-4.10651177e-01-1.50088334e+00j,-5.93974590e-01-2.39553571e-01j,1.73542273e+00-1.22742844e+00j,-9.96014595e-01-2.78189182e-02j,-5.69289684e-01+5.76322079e-02j,1.22665441e+00+1.43866646e+00j,8.16694260e-01-1.97856426e-02j,4.84401941e-01-7.98164845e-01j,-3.74323130e-01+1.48697591e+00j,4.57358360e-03-8.59310389e-01j,3.44913006e-01+4.20739412e-01j,7.37367868e-01+2.28890300e-01j,1.11554098e+00+2.05872059e-02j,-4.66316462e-01-4.60412741e-01j,-4.20702696e-01-4.56066132e-01j,5.47683001e-01-1.02523839e+00j,5.03894210e-01-2.25114137e-01j,-5.39857864e-01+2.35498309e-01j
-9.35858965e-01-5.91264486e-01j,1.65793657e-01+1.04433703e+00j,-2.51147747e-02-3.06202382e-01j,4.78036165e-01+3.56917620e-01j,-3.70464325e-01-1.62339199e+00j,-1.99499202e+00-3.60515118e-02j,4.63638544e-01+1.10162175e+00j,1.08202994e+00+1.58129382e+00j,5.01214743e-01-6.66475296e-01j,-7.97956705e-01+6.06925249e-01j,6.34317398e-02-1.00271523e+00j,7.06388712e-01-4.85105515e-02j,-1.75363570e-01-1.03267062e+00j,4.52369452e-02+1.07661080e+00j,1.17395544e+00-5.84320724e-02j,5.11215925e-01+4.81633186e-01j,1.77768707e-01-1.15419877e+00j,-1.94642305e+00-2.63444662e-01j,-1.03038824e+00+8.72457862e-01j,-1.78156137e-01-1.48147810e+00j,6.78262472e-01-4.01376009e-01j,-1.26880932e+00+1.24028695e+00j,3.79518509e-01+5.69429636e-01j,-7.23072290e-01-1.41005135e+00j,1.16833889e+00+1.03411663e+00j
-1.02824771e+00+2.75116920e-01j,-3.59111577e-01-9.75844145e-01j,-5.94990730e-01-2.88330317e-01j,5.77387571e-01-9.19298410e-01j,5.24692297e-01-5.28457999e-01j,7.08395243e-02+1.88714874e+00j,1.66069710e+00-8.77935171e-01j,-1.23250484e-02+9.98559475e-01j,7.03197718e-01+1.08372962e+00j,-2.63695002e-01-3.75245124e-01j,-1.35358751e+00-1.62762809e+00j,-2.43460685e-01-1.68950319e-01j,-6.87757492e-01+4.20123816e-01j,-1.14803576e+00+5.55323839e-01j,-8.31812143e-01+1.53958571e+00j,1.75414205e-01+1.59100759e+00j,2.36794472e-01-1.16116953e+00j,7.18577385e-01-1.68811214e+00j,1.49752140e-01+3.81716728e-01j,8.35445404e-01+3.59041691e-01j,5.26677132e-01+2.49626756e-01j,1.44859982e+00+1.64794219e+00j,-4.33827639e-01-5.63101053e-01j,-4.44162369e-01+8.37502003e-01j,-4.94401932e-01+1.27899086e+00j
-4.10303771e-02+1.97888255e-01j,2.72154808e-01+6.25607967e-02j,-1.53293133e-01+1.90177679e-01j,-7.47901440e-01-2.66977787e-01j,-2.45122194e-01+1.86683547e+00j,7.85188913e-01-1.70277929e+00j,7.26690054e-01+6.98730230e-01j,-1.14141858e+00+6.93925381e-01j,-2.62059450e-01-7.04043388e-01j,2.18886137e-01+1.72686386e+00j,-3.83594036e-01-1.27737188e+00j,-5.83887100e-03-1.33405328e+00j,-8.55561733e-01-1.14665151e-01j,-1.24071848e+00-7.17740774e-01j,4.14550066e-01-1.10906744e+00j,6.43367052e-01+7.83399820e-01j,1.80259705e+00+7.31943369e-01j,6.79175258e-01+1.26378059e-01j,4.34799194e-01-9.23645496e-03j,7.61887789e-01-1.66442633e-01j,-6.23400211e-02-6.27948999e-01j,-1.60354352e+00+1.34204769e+00j,-1.09036684e+00-4.42990273e-01j,-1.20704687e+00-5.35473704e-01j,9.99559402e-01-8.99974346e-01j
-4.18578386e-01-1.07762754e+00j,-9.43116665e-01+4.38442945e-01j,4.24667954e-01+8.03074121e-01j,-5.44534206e-01+2.21938014e-01j,-2.65359879e-01+2.46806860e-01j,-2.25776166e-01+9.74038839e-02j,8.89295101e-01+1.06070673e+00j,-1.00466144e+00+1.01852679e+00j,-1.66345072e+00-5.21086454e-01j,1.40697765e+00-1.83028913e+00j,-7.73189902e-01-1.89823818e+00j,1.24858248e+00+7.96489716e-01j,-1.00867033e-01-2.28559494e-01j,-1.00668144e+00-8.43810797e-01j,-2.01380938e-01+5.06090403e-01j,-1.60398960e-01-1.70867234e-01j,-3.68300170e-01+4.92037773e-01j,1.92269063e+00+9.03700352e-01j,5.40029526e-01+8.44504356e-01j,1.46567822e-03-7.73479939e-02j,1.66640043e-01-1.43970823e+00j,1.20247424e+00+3.61609459e-02j,-7.74735451e-01-1.22380447e+00j,1.87625563e+00+1.73095345e+00j,3.18339348e-01+6.88181520e-01j
-8.11462641e-01-1.29225934e+00j,3.73586893e-01-1.34390616e+00j,-9.09923434e-01+6.85172796e-01j,1.45078218e+00-5.66768646e-01j,4.15753722e-01+1.65701091e+00j,-1.90117836e-01-1.44172907e-01j,4.68067408e-01+4.19023037e-02j,-1.45826221e+00+8.09976339e-01j,-4.67821956e-01-4.33170795e-01j,-2.87017584e-01+6.42709732e-01j,4.78734493e-01-1.17952132e+00j,-1.38860106e+00+2.64126778e-01j,-6.78629279e-01-4.27732706e-01j,-6.57754421e-01+2.79430866e-01j,2.37741709e-01-3.16654474e-01j,3.91285419e-01+8.60612154e-01j,5.03161907e-01+1.12320173e+00j,1.88503909e+00+1.89010859e+00j,1.76185131e-01+5.28126955e-01j,4.19813395e-02+1.50477159e+00j,7.33312368e-01-5.87038755e-01j,-5.86565256e-01+2.43248224e-01j,-2.53290415e-01+4.02119875e-01j,-3.86574388e-01-9.78391647e-01j,4.42909718e-01+2.57169962e-01j
-5.79348803e-01-1.09200490e+00j,-1.42259192e+00+9.04029369e-01j,2.73171425e-01+2.48243332e-01j,-1.11651421e-03-2.15917468e-01j,1.26481974e+00+2.27162361e-01j,-2.83948421e-01+9.86627340e-02j,2.24348068e-01+6.02854013e-01j,1.91458702e-01+9.25788403e-01j,-2.09631443e-01-1.49542904e+00j,-6.77628517e-02-2.97291398e-01j,9.25739765e-01+8.73468995e-01j,9.69967365e-01+1.88748360e-01j,6.16305590e-01+2.44808435e-01j,-7.81099796e-02+7.09434271e-01j,1.41526246e+00+1.11165047e-01j,1.29276359e+00+5.56433201e-02j,-7.29107022e-01-2.23398894e-01j,-5.96722960e-01+4.21204686e-01j,-1.85084462e+00+4.03739929e-01j,-4.69863772e-01+2.72170067e-01j,-3.04894924e-01+1.52929592e+00j,1.95297778e+00+1.28112090e+00j,-6.25124931e-01+1.53598213e+00j,5.54833889e-01+9.36497450e-02j,7.83775806e-01+1.38304269e+00j
-4.48316813e-01-4.11474705e-02j,8.83614063e-01+1.52166569e+00j,1.09133244e+00+8.55827570e-01j,1.75749946e+00-9.14535999e-01j,-3.51029634e-01+6.58954859e-01j,1.72096133e+00+1.72773874e+00j,-2.54338741e-01-1.40172648e+00j,-5.72431922e-01+1.66957188e+00j,-1.42570019e+00+1.21375322e-01j,1.70507669e-01-1.32168472e+00j,5.36866426e-01+1.90806961e+00j,-2.67714024e-01-1.14189553e+00j,-1.82741404e-01-9.00125504e-02j,4.33643103e-01-2.38298416e-01j,1.41936541e-01+5.08769989e-01j,-1.41443658e+00+1.00983441e+00j,8.62555981e-01-8.35453987e-01j,-8.96035194e-01-3.31986248e-02j,2.84993529e-01-2.34629154e-01j,3.41277480e-01+1.13557351e+00j,-2.73619413e-01+2.64763355e-01j,4.75476980e-01+2.52001762e-01j,1.51759946e+00-1.29089403e+00j,1.64623868e+00-5.48226357e-01j,-6.21482849e-01+7.21008778e-01j
-4.43046570e-01+4.28887367e-01j,-4.38723326e-01-6.29422188e-01j,-6.63334131e-01+1.28011286e+00j,-1.08475947e+00-1.72093987e+00j,-1.91296101e-01-8.42862606e-01j,3.76020432e-01+9.35878754e-01j,-7.90669918e-02-4.97894764e-01j,-1.03843212e-02-1.76640153e+00j,1.33365405e+00-3.63178253e-02j,-9.44918633e-01+1.18114877e+00j,1.43428993e+00-1.82035315e+00j,1.27323139e+00+1.08114374e+00j,-3.55746269e-01+8.06638479e-01j,-1.11826062e+00-8.07829142e-01j,7.75840044e-01+5.71244240e-01j,-1.68025982e+00+1.28848600e+00j,-3.90199661e-01+1.34798086e+00j,-9.51209068e-02-4.12677050e-01j,1.67874336e-01+1.51969552e+00j,1.97176075e+00-1.09810960e+00j,1.04110360e+00-6.64817333e-01j,2.83534765e-01-5.05335569e-01j,-1.07265615e+00-7.37228632e-01j,7.54057646e-01+2.29174852e-01j,1.09439003e+00-4.05390263e-02j
-7.05441236e-01-3.76253128e-01j,6.18821144e-01-3.51899862e-01j,-1.79374385e+00-4.67373848e-01j,6.34016991e-01+5.08780003e-01j,-2.63371497e-01-5.70621014e-01j,-1.69526064e+00-1.30002975e+00j,8.67342949e-02+2.04320431e-01j,2.04921007e-01+1.20243669e-01j,-1.39622903e+00+1.39177501e+00j,1.02651608e+00+5.85796356e-01j,1.23863757e+00-3.49389315e-01j,-5.20431519e-01+7.11540699e-01j,-2.47666836e-02+1.30327475e+00j,5.89273214e-01+6.69636965e-01j,-1.72281551e+00-2.09481478e-01j,1.01791143e-01-7.40690708e-01j,1.85597897e-01-1.08317018e-01j,-1.42837429e+00-4.91881609e-01j,4.92384553e-01-1.59560692e+00j,-8.74374151e-01+3.86382341e-02j,-5.10569096e-01+2.52395391e-01j,2.36986876e-01+2.42383242e-01j,1.35684931e+00-9.38415527e-01j,8.03834438e-01+5.10089874e-01j,-1.45463991e+00-3.67323160e-01j
8.58867168e-01-8.97062778e-01j,-1.13128924e+00+1.29456341e+00j,6.32065535e-02-1.54426908e+00j,-3.47134799e-01+1.31899345e+00j,7.46565342e-01+9.60946083e-01j,7.18593597e-04-5.23123860e-01j,6.33473396e-02+3.64151001e-01j,-4.45207119e-01+1.65232420e-01j,-7.36986876e-01+6.08740330e-01j,7.77412415e-01+1.73346043e-01j,-1.67525530e-01+8.07945967e-01j,8.44428062e-01-6.25929594e-01j,-1.68911934e+00+1.43758059e-01j,8.54440928e-01+2.13258505e-01j,5.20672560e-01+1.35349560e+00j,7.48227239e-01+8.24097872e-01j,8.06569338e-01-1.28247738e-01j,8.47741127e-01+1.31343997e+00j,-7.32861280e-01-8.24300766e-01j,1.94141746e+00-3.52182090e-02j,-2.51059055e-01-1.64060593e-02j,9.61755753e-01+1.91093695e+00j,-1.02533722e+00-4.11078930e-01j,8.31320047e-01-5.91275096e-01j,-1.50897503e-02+1.11357450e-01j
-8.36246014e-01+1.80489540e-01j,-1.58624649e+00+1.54078484e-01j,6.54708505e-01-1.39298964e+00j,-1.75678742e+00-2.50546187e-01j,8.37699175e-02+7.94007540e-01j,-1.19279408e+00+1.39628530e-01j,-1.65336275e+00-1.14109874e+00j,-1.03943229e-01-2.63864994e-02j,2.32942939e-01+9.44395065e-02j,-5.14718533e-01-3.08367968e-01j,2.41589546e-03-4.89582986e-01j,-7.09264278e-02+3.55863810e-01j,-1.98824853e-01-2.29657650e-01j,-5.23723602e-01-6.73433065e-01j,1.69619799e-01-2.31781274e-01j,1.38347936e+00-1.18380928e+00j,1.43834829e-01-8.44620943e-01j,-5.08119583e-01+1.75112486e-01j,1.26988888e-01+6.95398092e-01j,1.04099357e+00-2.30785608e-01j,7.76348591e-01+9.88313675e-01j,-8.45034838e-01-5.16802549e-01j,-9.09572601e-01+1.23479366e-02j,-3.33672523e-01+1.26751804e+00j,3.96156311e-01+9.89769936e-01j
2.43591309e-01+1.08608544e+00j,-3.98532152e-01+2.16461062e-01j,-1.35024142e+00-4.85584736e-01j,-2.94868708e-01+1.61363006e-01j,-4.94324446e-01+8.44540119e-01j,-2.80966043e-01-1.51528329e-01j,1.70101905e+00+7.83541203e-01j,-7.56199360e-01-1.45970368e+00j,6.55457735e-01+4.80360508e-01j,2.31461525e-02+1.94166660e-01j,-2.77881622e-01-8.93483162e-01j,-3.50642443e-01+8.04550409e-01j,5.74991703e-01-1.83685064e-01j,-9.66295242e-01+9.22283173e-01j,-5.60282826e-01-6.27117157e-02j,-8.62292051e-01-1.83845997e-01j,1.17940044e+00-1.49022400e+00j,1.10564435e+00-3.20661783e-01j,2.11307526e-01+1.79055619e+00j,-1.89452744e+00+4.06856179e-01j,8.74567509e-01+4.09840345e-01j,-6.55625939e-01-1.09895349e+00j,7.00494766e-01-8.14957380e-01j,5.96210480e-01-1.30313158e-01j,-3.64545703e-01+9.29802418e-01j
-8.90075922e-01-9.34568405e-01j,1.30410194e+00-2.92179108e-01j,9.01576519e-01+1.54475641e+00j,1.09774601e+00-3.30286026e-01j,-1.88122869e+00-8.18254232e-01j,-6.90302849e-02+6.44585133e-01j,-1.34907341e+00-3.66870046e-01j,-7.14514256e-02+5.80071211e-01j,-1.01128817e+00+3.58885765e-01j,5.55271506e-01-9.19111013e-01j,-9.84604478e-01-6.49254084e-01j,8.33817005e-01+4.86302376e-02j,-1.78661776e+00-3.32566977e-01j,-1.98672521e+00-1.80891752e-01j,-6.55410290e-01+1.23557639e+00j,-7.60645628e-01-2.55998373e-01j,-9.10254478e-01+1.29279566e+00j,-4.77763653e-01+9.46521282e-01j,1.14716554e+00-1.27144957e+00j,6.99920893e-01+8.78239870e-02j,6.31666183e-02-1.41684508e+00j,-1.63751745e+00+6.90354705e-01j,4.90801334e-01+1.33964276e+00j,2.33947039e-01-1.26222479e+00j,2.07483292e-01-1.09440541e+00j
-6.30709410e-01-1.43925238e+00j,-1.22432017e+00+2.54132390e-01j,-8.04141760e-01-9.82289314e-02j,-4.80918884e-02+1.71062613e+00j,-1.90602541e-02-1.55163944e+00j,-8.63065422e-02-5.73474169e-01j,-5.44754028e-01-5.19513130e-01j,-9.64536190e-01+5.37936687e-02j,8.16594601e-01-1.14749098e+00j,2.83113480e-01+7.38122463e-01j,1.91360366e+00-2.92694330e-01j,-5.67705154e-01-8.34606647e-01j,-8.82189989e-01+1.53889060e+00j,-4.68515158e-01-1.45400047e-01j,3.96952629e-02-1.91296697e-01j,5.15661001e-01+3.49900723e-02j,-6.35945797e-02-1.08767736e+00j,1.04374957e+00-1.57956696e+00j,6.54416084e-01-3.29632521e-01j,1.06698036e-01-6.58212006e-02j,-6.31403923e-03+1.09735012e+00j,2.29644775e-02-9.01089013e-02j,-9.78305340e-01-4.70074654e-01j,3.49746823e-01+1.18839335e+00j,-1.14262688e+00-1.04415774e+00j
-3.17917824e-01+3.25851440e-01j,1.05729485e+00+1.05651689e+00j,1.01818228e+00-5.59534669e-01j,-5.30581951e-01-8.04388046e-01j,-1.40838385e+00+3.23316813e-01j,2.09749937e-01-4.05808926e-01j,9.43954468e-01-1.95026064e+00j,1.81588972e+00-1.55598044e+00j,-1.37255192e-02-4.13872004e-01j,-9.98296976e-01-8.73624086e-01j,1.24760866e-01+1.17141783e+00j,-4.92774248e-01+1.60330296e-01j,1.32443261e+00+5.04759550e-01j,-8.16415071e-01+1.07807314e+00j,-6.71845436e-01+9.04844284e-01j,1.25275815e+00+3.83965611e-01j,-1.87263727e-01-7.69906282e-01j,-5.84298134e-01+8.56670856e-01j,1.16098964e+00-4.79269743e-01j,1.78869963e-01+6.68327570e-01j,1.48912525e+00+4.31560993e-01j,-7.61362314e-01-3.07492971e-01j,-8.38306665e-01+8.27421546e-01j,-9.30667162e-01+5.54958344e-01j,1.30117381e+00-1.56964803e+00j
-4.33347702e-01-1.81082010e-01j,-9.69513416e-01-3.10798049e-01j,-1.41588748e+00-9.14176226e-01j,9.55019474e-01+8.47112417e-01j,-1.09697974e+00-2.63159752e-01j,-2.45500565e-01+4.73537445e-02j,1.06251442e+00+3.53174090e-01j,8.39143515e-01+6.61479235e-01j,-1.09652972e+00+4.72719550e-01j,-8.71907711e-01-5.44413090e-01j,9.71845388e-01-4.54356670e-01j,-9.48373079e-01-2.21236944e-01j,-4.58686352e-01+1.90915108e-01j,3.89710665e-01+7.44860888e-01j,8.25438857e-01-1.83576691e+00j,-1.13410604e+00+3.50379229e-01j,-4.84647751e-02+3.23616982e-01j,3.37476730e-02+1.64313972e+00j,2.53736377e-01-8.82512093e-01j,8.51229191e-01+3.48442554e-01j,5.13427258e-02-1.42880893e+00j,-7.34144211e-01+1.51642418e+00j,6.45898342e-01-1.70318580e+00j,1.03872383e+00+1.86680388e+00j,6.54318333e-02-3.40647697e-02j
-4.08344984e-01-8.49479198e-01j,-2.24443197e-01+4.59871531e-01j,9.40584660e-01-4.19282794e-01j,9.73195553e-01-1.25769758e+00j,-1.16300416e+00-3.80896091e-01j,4.02563095e-01-6.80512667e-01j,5.24323940e-01-6.23808265e-01j,6.51006222e-01-1.98995769e+00j,-5.76046467e-01-7.51595259e-01j,1.44340611e+00-6.19392633e-01j,-9.48554277e-01-1.11079311e+00j,-1.22050714e+00+2.85329580e-01j,5.98453760e-01+2.43652582e-01j,-1.93588734e-02+1.52835619e+00j,-1.86658502e-01-1.62649465e+00j,1.39890122e+00-1.57579452e-01j,1.02094531e+00+2.42067814e-01j,7.77398109e-01+7.39700794e-01j,-9.13521647e-03-2.42190361e-01j,1.43251586e+00+7.13443518e-01j,2.92570591e-02+2.94763088e-01j,-2.57625699e-01-1.38809347e+00j,6.12312794e-01+6.14425302e-01j,7.73887157e-01-8.60250711e-01j,-1.73653054e+00-4.38715965e-01j
-3.56891453e-02+5.70048809e-01j,-1.79533815e+00+6.46891594e-02j,4.57903504e-01-8.04616213e-01j,-9.95073557e-01+1.99136925e+00j,1.23677349e+00-1.58967304e+00j,-3.88874292e-01+1.54440737e+00j,-8.18171203e-02-2.28067607e-01j,-8.25826406e-01-2.86068916e-01j,1.23181474e+00-2.07957059e-01j,-8.96391869e-02-1.01810598e+00j,7.12144136e-01+3.81242990e-01j,-1.72238708e+00-7.47589350e-01j,-1.36257768e-01-1.23226285e+00j,8.15961838e-01+3.67532015e-01j,2.50127077e-01+1.37003672e+00j,5.54083467e-01-1.10068560e-01j,-2.62448549e-01+5.51152468e-01j,-1.89536035e+00-1.30622649e+00j,4.83531952e-01+8.74447346e-01j,1.30086660e+00+1.25359869e+00j,4.51186419e-01+1.51465654e-01j,-8.67218971e-02-8.70937347e-01j,-7.49465942e-01+3.86905670e-01j,1.64100051e-01+1.45242929e-01j,1.23174655e+00-1.22738957e-01j
1.02576554e+00-2.00254202e-01j,5.86357355e-01+1.64154363e+00j,-1.34578371e+00-6.78498030e-01j,6.94680929e-01+8.37019920e-01j,4.85395193e-01-1.54281378e-01j,-9.38155651e-02+6.50333643e-01j,-1.58728194e+00+4.33891535e-01j,-7.51382113e-01+1.40041590e-01j,-2.46078968e-01+5.49007654e-01j,-7.59794235e-01+6.37556314e-02j,1.50614870e+00-9.25456762e-01j,-7.57839680e-01+3.91483307e-02j,8.15659761e-01+5.49424887e-01j,4.05182600e-01+1.17694616e+00j,4.45887804e-01-1.07866836e+00j,1.18799746e+00-1.34875941e+00j,-1.87034607e-01+4.90638971e-01j,-1.10896468e+00-5.66957116e-01j,-4.99620467e-01-2.50573397e-01j,1.11308181e+00+1.45012271e+00j,-4.84259844e-01+2.84319758e-01j,7.47429132e-01-9.72440004e-01j,3.51329565e-01+1.21113658e+00j,7.74930239e-01-6.60846949e-01j,-1.23805869e+00-3.88726473e-01j
9.28523064e-01-1.43317962e+00j,-1.00519449e-01+1.18092585e+00j,4.38555002e-01-8.11649561e-01j,3.62174034e-01+9.60385799e-03j,8.30996990e-01+9.32096958e-01j,-1.03870177e+00-9.30569649e-01j,2.09133983e-01+3.18342686e-01j,6.36585951e-01+1.09051466e-02j,-4.53734875e-01-5.59477568e-01j,-1.12247181e+00-4.76605535e-01j,-4.14371490e-03+5.85646391e-01j,-8.18920612e-01-3.45330238e-02j,-1.45244598e-02+4.10631418e-01j,-1.07954741e-01+1.79253089e+00j,5.86686850e-01+1.60292041e+00j,-1.05722260e+00+6.13896728e-01j,-5.06474972e-01-5.44965267e-02j,9.19773579e-02+1.72518611e-01j,-1.41770792e+00-8.09253693e-01j,5.45017004e-01+1.53555393e-01j,2.89884090e-01+2.25614190e-01j,-4.28018808e-01-1.58132720e+00j,-6.45195007e-01+4.07233953e-01j,-1.61664057e+00-2.35731959e-01j,-9.03637648e-01+1.14810133e+00j
3.18002939e-01+3.46918702e-01j,-1.11888051e+00-1.26996726e-01j,1.36441231e-01-1.46858215e-01j,-1.10095942e+00+3.67628574e-01j,8.90312672e-01+8.29153538e-01j,1.68231046e+00+8.45924854e-01j,-2.20057964e-01-1.46537125e+00j,-1.61207914e-02-4.64328289e-01j,3.15620422e-01-1.78621560e-01j,5.78697324e-01+1.01205289e+00j,7.10419655e-01+7.41538286e-01j,1.52244079e+00-4.46845770e-01j,-2.66795397e-01-1.29114318e+00j,7.27233529e-01+1.27813351e+00j,1.57993352e+00-7.82773733e-01j,8.12752008e-01-4.20670509e-02j,-6.42683268e-01-1.28237343e+00j,-2.08798170e-01-1.97321427e+00j,1.61841512e+00-1.16483951e+00j,-1.21915197e+00-3.34325314e-01j,-1.69081926e-01-1.69793177e+00j,1.25764132e-01+8.09192657e-02j,7.44960308e-02+1.80303216e-01j,-1.12291229e+00+5.78773499e-01j,3.75689864e-01+2.69808054e-01j
